#CHR	START	END	clone0	clone1	clone2
chr9	123937000	126949000	2|2	2|3	2|3
chr9	126949000	127942000	4|2	4|3	4|3
chr9	127942000	137387000	2|2	2|3	2|3
chr9	137387000	141126000	2|2	2|4	2|4
chr9	141126000	141213431	2|2	2|6	2|6
chr10	0	18428000	0|2	0|2	0|2
chr10	18428000	29210000	0|2	0|2	0|1
chr10	29210000	39762000	0|2	0|2	0|2
chr10	39762000	42580000	0|2	0|3	0|3
chr10	42580000	52336000	0|2	0|2	0|2
chr10	52336000	55225000	0|1	0|1	0|1
chr10	55225000	64118000	0|2	0|2	0|2
chr10	64118000	65112000	0|0	0|0	0|0
chr10	65112000	66200000	0|2	0|2	0|2
chr10	66200000	67186000	0|2	0|2	0|3
chr10	67186000	83386000	0|2	0|2	0|2
chr10	83386000	86209000	0|2	0|1	0|1
chr10	86209000	100037000	0|2	0|2	0|2
chr10	100037000	113586000	0|2	0|2	0|1
chr10	113586000	135534747	0|2	0|2	0|2
chr11	0	4696000	2|2	2|2	2|2
chr11	4696000	6702000	4|2	4|2	4|2
chr11	6702000	7327000	4|2	4|2	3|2
chr11	7327000	25178000	2|2	2|2	1|2
chr11	25178000	25920000	1|2	1|2	0|2
chr11	25920000	26178000	1|2	1|2	1|2
chr11	26178000	31213000	2|2	2|2	2|2
chr11	31213000	34588000	2|4	2|4	2|4
chr11	34588000	41264000	2|2	2|2	2|2
chr11	41264000	42264000	2|0	2|0	2|0
chr11	42264000	43177000	2|2	2|2	2|2
chr11	43177000	63972000	2|2	2|1	2|1
chr11	63972000	64494000	2|2	1|1	1|1
chr11	64494000	66580000	2|2	1|2	1|2
chr11	66580000	73152000	2|2	2|2	2|2
chr11	73152000	73535000	2|4	2|4	2|4
chr11	73535000	74149000	0|4	0|4	0|4
chr11	74149000	74514000	0|2	0|2	0|2
chr11	74514000	83544000	2|2	2|2	2|2
chr11	83544000	84515000	3|2	3|2	3|2
chr11	84515000	93987000	3|2	3|1	3|1
chr11	93987000	96679000	2|2	2|1	2|1
chr11	96679000	99694000	2|2	2|2	2|2
chr11	99694000	100700000	2|3	2|3	2|3
chr11	100700000	121804000	2|2	2|2	2|2
chr11	121804000	122800000	2|2	2|2	2|1
chr11	122800000	125443000	2|2	2|2	2|2
chr11	125443000	128426000	4|2	4|2	4|2
chr11	128426000	135006516	2|2	2|2	2|2
chr12	0	34636000	0|2	0|2	0|2
chr12	34636000	37895000	0|3	0|3	0|3
chr12	37895000	61726000	0|2	0|2	0|2
chr12	61726000	65158000	0|2	0|2	0|1
chr12	65158000	72855000	0|2	0|2	0|2
chr12	72855000	75968000	0|4	0|4	0|4
chr12	75968000	124689000	0|2	0|2	0|2
chr12	124689000	125698000	0|2	0|3	0|3
chr12	125698000	133851895	0|2	0|2	0|2
chr13	0	8264000	2|2	1|2	1|2
chr13	8264000	18741000	4|2	2|2	2|2
chr13	18741000	31002000	2|2	1|2	1|2
chr13	31002000	32019000	4|2	2|2	2|2
chr13	32019000	49805000	2|2	1|2	1|2
chr13	49805000	52474000	2|2	1|1	1|1
chr13	52474000	87588000	2|2	1|2	1|2
chr13	87588000	91167000	2|1	1|1	1|1
chr13	91167000	115169878	2|2	1|2	1|2
chr14	0	16037000	2|0	2|0	2|0
chr14	16037000	30082000	2|0	2|0	3|0
chr14	30082000	33072000	2|0	2|0	4|0
chr14	33072000	34581000	2|0	2|0	3|0
chr14	34581000	58978000	2|0	2|0	2|0
chr14	58978000	69077000	2|0	2|0	1|0
chr14	69077000	101102000	2|0	2|0	2|0
chr14	101102000	104233000	3|0	3|0	3|0
chr14	104233000	107349540	2|0	2|0	2|0
chr15	0	7217000	2|4	2|4	2|4
chr15	7217000	7648000	2|4	2|3	2|3
chr15	7648000	8214000	2|4	2|2	2|2
chr15	8214000	8658000	2|4	2|3	2|3
chr15	8658000	19246000	2|4	2|4	2|4
chr15	19246000	22870000	0|4	0|4	0|4
chr15	22870000	38377000	2|4	2|4	2|4
chr15	38377000	41528000	2|0	2|0	2|0
chr15	41528000	46532000	2|4	2|4	2|4
chr15	46532000	47055000	2|4	2|4	2|5
chr15	47055000	47528000	2|5	2|5	2|6
chr15	47528000	62934000	2|5	2|5	2|5
chr15	62934000	65215000	2|4	2|4	2|4
chr15	65215000	68606000	2|2	2|2	2|2
chr15	68606000	69809000	2|4	2|4	2|5
chr15	69809000	70600000	2|4	2|3	2|3
chr15	70600000	70811000	2|4	2|3	2|4
chr15	70811000	71595000	2|4	2|4	2|6
chr15	71595000	72233000	2|4	2|4	2|5
chr15	72233000	75092000	2|4	1|4	1|5
chr15	75092000	75640000	2|4	2|4	2|5
chr15	75640000	79342000	2|4	2|4	2|4
chr15	79342000	82150000	2|4	2|4	2|5
chr15	82150000	86976000	2|4	2|4	2|4
chr15	86976000	90448000	2|4	2|4	2|5
chr15	90448000	91453000	2|4	2|4	2|6
chr15	91453000	93353000	2|4	2|4	2|5
chr15	93353000	95520000	2|2	2|2	2|2
chr15	95520000	96535000	2|2	3|2	3|2
chr15	96535000	100853000	2|2	2|2	2|2
chr15	100853000	101860000	2|2	2|2	3|2
chr15	101860000	102531392	2|2	2|2	2|2
chr16	0	4636000	2|3	2|3	2|3
chr16	4636000	8450000	2|3	2|2	2|2
chr16	8450000	9456000	2|3	2|2	1|2
chr16	9456000	15622000	2|3	2|2	2|2
chr16	15622000	15628000	2|3	2|3	2|3
chr16	15628000	16609000	2|6	2|6	2|6
chr16	16609000	26561000	2|3	2|3	2|3
chr16	26561000	27543000	2|3	3|3	3|3
chr16	27543000	44216000	2|3	2|3	2|3
chr16	44216000	47345000	2|3	2|4	2|4
chr16	47345000	56009000	2|3	2|3	2|3
chr16	56009000	59336000	4|3	4|3	4|3
chr16	59336000	72697000	2|3	2|3	2|3
chr16	72697000	79673000	2|1	2|1	2|1
chr16	79673000	86866000	2|3	2|3	2|3
chr16	86866000	90354753	2|4	2|4	2|4
chr17	0	68432000	2|2	2|0	2|0
chr17	68432000	69427000	2|2	3|0	3|0
chr17	69427000	81195210	2|2	2|0	2|0
chr18	0	1000	0|3	0|3	0|3
chr18	1000	559000	0|2	0|2	0|2
chr18	559000	19819000	0|3	0|3	0|3
chr18	19819000	20811000	0|2	0|2	0|2
chr18	20811000	34747000	0|3	0|3	0|3
chr18	34747000	39987000	0|2	0|2	0|2
chr18	39987000	40999000	0|2	0|2	0|3
chr18	40999000	42695000	0|2	0|2	0|2
chr18	42695000	49812000	0|3	0|3	0|3
chr18	49812000	50814000	0|3	0|2	0|2
chr18	50814000	66854000	0|3	0|3	0|3
chr18	66854000	67841000	0|3	0|3	0|4
chr18	67841000	75449000	0|3	0|3	0|3
chr18	75449000	78077248	0|2	0|2	0|2
chr20	0	9898000	2|2	2|2	2|2
chr20	9898000	10896000	2|2	2|2	2|3
chr20	10896000	29117000	2|2	2|2	2|2
chr20	29117000	43088000	2|2	2|2	2|3
chr20	43088000	63025520	2|2	2|2	2|2
chr19	0	23557000	2|1	2|1	0|1
chr19	23557000	27277000	2|1	2|2	0|2
chr19	27277000	47366000	2|1	2|1	0|1
chr19	47366000	48363000	2|1	2|1	0|2
chr19	48363000	49956000	2|1	2|1	0|1
chr19	49956000	52812000	2|1	2|0	0|0
chr19	52812000	59128983	2|1	2|1	0|1
chr22	0	12932000	2|2	2|2	2|2
chr22	12932000	13915000	2|3	2|3	2|3
chr22	13915000	17624000	2|2	2|2	2|2
chr22	17624000	18627000	2|2	2|3	2|3
chr22	18627000	21620000	2|2	2|2	2|2
chr22	21620000	24968000	2|2	2|2	2|1
chr22	24968000	28111000	2|2	2|2	2|2
chr22	28111000	29112000	2|2	2|2	2|3
chr22	29112000	51304566	2|2	2|2	2|2
chr21	0	11174000	2|2	2|2	2|2
chr21	11174000	32343000	2|2	1|2	1|2
chr21	32343000	48129895	2|2	2|2	2|2
