#CHR	START	END	clone0	clone1
chr5	93602000	97846000	2|2	2|3
chr5	97846000	100442000	2|2	2|2
chr5	100442000	102144000	2|2	2|3
chr5	102144000	104945000	2|2	2|2
chr5	104945000	119885000	2|2	2|3
chr5	119885000	131111000	4|2	4|3
chr5	131111000	132126000	4|2	3|3
chr5	132126000	132210000	4|2	4|3
chr5	132210000	133990000	4|2	3|3
chr5	133990000	134033000	4|2	2|3
chr5	134033000	135038000	4|2	3|3
chr5	135038000	135120000	4|2	2|3
chr5	135120000	136036000	3|2	1|3
chr5	136036000	136110000	3|2	2|3
chr5	136110000	136225000	4|2	3|3
chr5	136225000	137903000	2|2	1|3
chr5	137903000	138904000	0|2	0|3
chr5	138904000	140610000	2|2	1|3
chr5	140610000	141607000	1|2	1|3
chr5	141607000	149303000	2|2	1|3
chr5	149303000	155185000	2|2	2|3
chr5	155185000	156448000	0|2	0|3
chr5	156448000	157965000	0|4	0|6
chr5	157965000	159278000	2|4	2|6
chr5	159278000	168903000	2|2	2|3
chr5	168903000	169907000	2|2	3|3
chr5	169907000	180915260	2|2	2|3
chr6	0	5057000	2|2	2|2
chr6	5057000	7979000	0|2	0|2
chr6	7979000	20240000	2|2	2|2
chr6	20240000	21239000	0|2	0|2
chr6	21239000	27893000	2|2	2|2
chr6	27893000	28892000	4|2	4|2
chr6	28892000	32766000	2|2	2|2
chr6	32766000	34844000	1|2	1|2
chr6	34844000	49838000	2|2	2|2
chr6	49838000	50828000	2|2	2|1
chr6	50828000	69210000	2|2	2|2
chr6	69210000	84113000	2|2	1|2
chr6	84113000	87018000	2|2	2|2
chr6	87018000	87187000	4|2	4|2
chr6	87187000	88191000	4|2	3|2
chr6	88191000	97999000	4|2	4|2
chr6	97999000	102504000	4|2	5|2
chr6	102504000	103018000	5|2	6|2
chr6	103018000	103512000	5|2	7|2
chr6	103512000	104041000	4|2	6|2
chr6	104041000	106138000	4|2	5|2
chr6	106138000	134826000	4|2	4|2
chr6	134826000	146315000	4|3	4|3
chr6	146315000	164403000	4|2	4|2
chr6	164403000	165404000	4|2	3|2
chr6	165404000	169199000	4|2	4|2
chr6	169199000	170199000	4|2	4|3
chr6	170199000	171115067	4|2	4|2
chr7	0	14367000	0|2	0|2
chr7	14367000	17514000	0|4	0|4
chr7	17514000	18721000	0|2	0|2
chr7	18721000	42102000	0|2	0|1
chr7	42102000	80436000	0|2	0|2
chr7	80436000	82798000	0|2	0|1
chr7	82798000	83428000	0|2	0|2
chr7	83428000	87011000	0|3	0|3
chr7	87011000	90713000	0|3	0|2
chr7	90713000	92484000	0|3	0|3
chr7	92484000	105916000	0|0	0|0
chr7	105916000	109205000	0|3	0|3
chr7	109205000	110201000	0|3	0|4
chr7	110201000	114688000	0|3	0|3
chr7	114688000	159138663	0|2	0|2
chr8	0	6361000	2|2	2|2
chr8	6361000	9184000	2|2	2|1
chr8	9184000	12889000	2|2	2|2
chr8	12889000	13913000	4|2	4|2
chr8	13913000	27128000	2|2	2|2
chr8	27128000	29470000	2|2	2|1
chr8	29470000	85365000	2|2	2|2
chr8	85365000	88786000	2|2	2|1
chr8	88786000	112255000	2|2	2|2
chr8	112255000	113263000	2|4	2|4
chr8	113263000	126130000	2|2	2|2
chr8	126130000	129036000	0|2	0|2
chr8	129036000	145097000	2|2	2|2
chr8	145097000	146096000	2|0	2|0
chr8	146096000	146364022	2|2	2|2
chr9	0	11165000	2|2	2|2
chr9	11165000	12150000	2|2	1|2
chr9	12150000	12333000	2|2	2|2
chr9	12333000	15317000	4|2	4|2
chr9	15317000	37584000	2|2	2|2
chr9	37584000	38579000	2|2	2|3
chr9	38579000	65826000	2|2	2|2
chr9	65826000	75554000	2|0	2|0
chr9	75554000	76384000	4|0	3|0
chr9	76384000	78933000	4|0	2|0
chr9	78933000	80971000	4|0	1|0
chr9	80971000	83180000	4|0	2|0
chr9	83180000	83552000	4|2	2|2
chr9	83552000	89155000	2|2	1|2
chr9	89155000	93568000	2|2	2|2
chr9	93568000	97281000	2|2	1|2
chr9	97281000	119876000	2|2	2|2
chr9	119876000	120876000	2|2	2|1
chr9	120876000	133376000	2|2	2|2
chr9	133376000	134375000	2|0	2|0
chr9	134375000	138068000	2|2	2|2
chr9	138068000	139060000	2|4	2|4
chr9	139060000	141213431	2|2	2|2
chr10	0	43635000	2|2	2|2
chr10	43635000	44637000	2|2	2|1
chr10	44637000	61327000	2|2	2|2
chr10	61327000	84429000	2|0	2|0
chr10	84429000	135534747	2|2	2|2
chr11	0	54976000	2|0	2|0
chr11	54976000	55984000	1|0	1|0
chr11	55984000	75866000	2|0	2|0
chr11	75866000	76859000	2|0	3|0
chr11	76859000	99541000	2|0	2|0
chr11	99541000	103073000	2|0	3|0
chr11	103073000	118553000	2|0	2|0
chr11	118553000	121711000	0|0	0|0
chr11	121711000	129871000	2|0	2|0
chr11	129871000	130871000	2|0	1|0
chr11	130871000	135006516	2|0	2|0
chr12	0	2228000	6|2	9|2
chr12	2228000	4804000	4|2	6|2
chr12	4804000	8698000	4|0	6|0
chr12	8698000	16545000	4|2	6|2
chr12	16545000	19522000	4|4	6|4
chr12	19522000	37585000	4|2	6|2
chr12	37585000	41402000	0|2	0|2
chr12	41402000	55446000	4|2	6|2
chr12	55446000	56728000	4|2	5|2
chr12	56728000	57112000	5|2	7|2
chr12	57112000	59706000	5|2	8|2
chr12	59706000	60161000	4|2	6|2
chr12	60161000	66388000	4|2	5|2
chr12	66388000	66551000	4|2	6|2
chr12	66551000	67480000	4|1	6|1
chr12	67480000	68835000	6|1	9|1
chr12	68835000	69865000	2|1	3|1
chr12	69865000	75922000	2|2	3|2
chr12	75922000	87424000	2|2	2|2
chr12	87424000	128417000	2|2	3|2
chr12	128417000	133851895	2|2	2|2
chr13	0	16744000	2|2	2|2
chr13	16744000	17750000	2|2	1|2
chr13	17750000	52555000	2|2	2|2
chr13	52555000	53570000	2|2	2|1
chr13	53570000	57584000	2|2	2|2
chr13	57584000	82121000	0|2	0|2
chr13	82121000	83131000	0|0	0|0
chr13	83131000	109325000	0|2	0|2
chr13	109325000	113241000	0|0	0|0
chr13	113241000	115169878	0|2	0|2
chr14	0	107349540	0|0	0|0
chr15	0	5071000	2|2	2|2
chr15	5071000	6939000	2|2	2|1
chr15	6939000	7935000	2|2	1|1
chr15	7935000	17731000	2|2	2|1
chr15	17731000	26003000	2|2	2|2
chr15	26003000	27003000	2|4	2|4
chr15	27003000	39979000	2|2	2|2
chr15	39979000	43223000	1|2	1|2
chr15	43223000	46192000	2|2	2|2
chr15	46192000	49761000	2|0	2|0
chr15	49761000	52636000	2|2	2|2
chr15	52636000	55156000	2|6	2|6
chr15	55156000	55218000	2|8	2|8
chr15	55218000	55506000	2|6	2|6
chr15	55506000	72739000	2|2	2|2
chr15	72739000	73725000	2|2	2|1
chr15	73725000	84605000	2|2	2|2
chr15	84605000	85607000	0|2	0|2
chr15	85607000	93032000	2|2	2|2
chr15	93032000	93450000	2|2	2|3
chr15	93450000	97229000	2|0	2|0
chr15	97229000	97813000	2|2	2|3
chr15	97813000	102531392	2|2	2|2
chr16	0	7000	2|2	0|2
chr16	7000	59221000	2|2	1|2
chr16	59221000	60227000	0|2	0|2
chr16	60227000	87062000	2|2	1|2
chr16	87062000	88046000	2|0	1|0
chr16	88046000	90354753	2|2	1|2
chr17	0	30286000	2|2	2|2
chr17	30286000	31279000	2|2	2|1
chr17	31279000	38582000	2|2	2|2
chr17	38582000	43708000	2|2	3|2
chr17	43708000	44700000	2|2	3|1
chr17	44700000	48115000	2|2	3|2
chr17	48115000	51045000	2|2	2|2
chr17	51045000	54650000	2|0	2|0
chr17	54650000	72299000	2|2	2|2
chr17	72299000	75552000	2|3	2|3
chr17	75552000	81195210	2|2	2|2
chr18	0	2228000	2|2	2|0
chr18	2228000	5350000	0|2	0|0
chr18	5350000	36701000	2|2	2|0
chr18	36701000	39493000	1|2	1|0
chr18	39493000	78077248	2|2	2|0
chr20	0	50176000	2|2	0|2
chr20	50176000	51181000	0|2	0|2
chr20	51181000	63025520	2|2	0|2
chr19	0	14427000	2|2	2|2
chr19	14427000	16416000	0|2	0|2
chr19	16416000	52428000	2|2	2|2
chr19	52428000	53432000	2|2	2|1
chr19	53432000	59128983	2|2	2|2
chr22	0	1000	2|2	2|4
chr22	1000	17431000	2|2	2|3
chr22	17431000	18438000	1|2	1|3
chr22	18438000	39272000	2|2	2|3
chr22	39272000	40264000	2|2	3|3
chr22	40264000	41088000	2|2	2|3
chr22	41088000	44889000	2|2	1|3
chr22	44889000	51304566	2|2	2|3
chr21	0	5666000	4|2	4|2
chr21	5666000	6668000	4|0	4|0
chr21	6668000	14297000	4|2	4|2
chr21	14297000	15305000	3|2	3|2
chr21	15305000	15390000	4|2	4|2
chr21	15390000	16402000	4|2	5|2
chr21	16402000	17806000	4|2	4|2
chr21	17806000	24065000	4|4	4|4
chr21	24065000	39535000	2|4	2|4
chr21	39535000	48129895	2|2	2|2
