#CHR	START	END	clone0	clone1	clone2
chr2	222151000	223379000	2|2	2|2	2|2
chr2	223379000	224375000	2|2	2|2	1|2
chr2	224375000	232904000	2|2	2|2	2|2
chr2	232904000	235253000	2|2	2|2	2|3
chr2	235253000	236337000	2|2	2|2	2|2
chr2	236337000	238996000	0|2	0|2	0|2
chr2	238996000	241036000	2|2	2|2	2|2
chr2	241036000	242037000	2|2	2|2	2|3
chr2	242037000	243199373	2|2	2|2	2|2
chr3	0	773000	2|2	2|0	2|1
chr3	773000	2841000	2|0	2|0	2|0
chr3	2841000	7387000	2|2	2|0	2|1
chr3	7387000	15084000	2|2	2|1	2|1
chr3	15084000	20203000	2|2	2|2	2|1
chr3	20203000	25721000	2|2	1|2	2|1
chr3	25721000	29070000	2|2	1|1	2|1
chr3	29070000	37638000	2|2	2|1	2|1
chr3	37638000	38641000	2|2	1|1	2|1
chr3	38641000	43923000	2|2	2|1	2|1
chr3	43923000	44916000	2|2	2|1	3|1
chr3	44916000	62407000	2|2	2|1	2|1
chr3	62407000	63411000	4|2	4|1	4|1
chr3	63411000	76914000	2|2	2|1	2|1
chr3	76914000	77194000	2|2	2|1	1|1
chr3	77194000	78205000	2|2	2|2	1|1
chr3	78205000	81244000	2|2	2|1	1|1
chr3	81244000	92031000	2|2	2|1	2|1
chr3	92031000	94561000	2|2	3|1	2|1
chr3	94561000	97493000	2|2	2|1	2|1
chr3	97493000	98492000	2|2	2|0	2|1
chr3	98492000	120545000	2|2	2|1	2|1
chr3	120545000	122138000	2|2	3|1	2|1
chr3	122138000	125249000	2|2	2|1	2|1
chr3	125249000	130604000	2|2	3|1	2|1
chr3	130604000	144506000	2|2	2|1	2|1
chr3	144506000	146798000	0|2	0|1	0|1
chr3	146798000	158065000	2|2	2|1	2|1
chr3	158065000	159061000	2|2	2|0	2|1
chr3	159061000	161545000	2|2	2|1	2|1
chr3	161545000	163193000	0|2	0|1	0|1
chr3	163193000	184845000	2|2	2|1	2|1
chr3	184845000	185865000	2|2	2|1	1|1
chr3	185865000	198022430	2|2	2|1	2|1
chr4	0	20210000	2|2	2|2	0|2
chr4	20210000	20374000	2|2	2|1	0|2
chr4	20374000	21368000	2|2	1|1	0|2
chr4	21368000	22338000	2|2	2|1	0|2
chr4	22338000	26241000	2|2	2|2	0|2
chr4	26241000	27245000	2|2	3|2	0|2
chr4	27245000	34533000	2|2	2|2	0|2
chr4	34533000	37914000	4|2	4|2	0|2
chr4	37914000	68575000	2|2	2|2	0|2
chr4	68575000	71876000	2|4	2|4	0|4
chr4	71876000	83865000	2|2	2|2	0|2
chr4	83865000	86122000	4|2	4|2	0|2
chr4	86122000	115289000	2|2	2|2	0|2
chr4	115289000	133807000	2|2	2|2	0|3
chr4	133807000	153155000	2|2	2|2	0|2
chr4	153155000	155075000	0|2	0|2	0|2
chr4	155075000	180094000	2|2	2|2	0|2
chr4	180094000	183118000	2|2	2|2	0|3
chr4	183118000	191154276	2|2	2|2	0|2
chr5	0	511000	2|0	2|0	1|0
chr5	511000	17580000	2|0	1|0	1|0
chr5	17580000	19576000	4|0	2|0	2|0
chr5	19576000	51662000	2|0	1|0	1|0
chr5	51662000	52667000	4|0	2|0	2|0
chr5	52667000	59534000	2|0	1|0	1|0
chr5	59534000	60531000	0|0	0|0	0|0
chr5	60531000	82889000	2|0	1|0	1|0
chr5	82889000	83911000	2|0	0|0	1|0
chr5	83911000	90458000	2|0	1|0	1|0
chr5	90458000	93718000	2|2	1|2	1|2
chr5	93718000	94717000	2|2	1|2	0|2
chr5	94717000	109382000	2|2	1|2	1|2
chr5	109382000	110380000	2|2	1|1	1|2
chr5	110380000	110703000	2|2	1|2	1|2
chr5	110703000	112357000	2|4	1|4	1|4
chr5	112357000	126834000	2|2	1|2	1|2
chr5	126834000	127819000	2|2	1|2	1|3
chr5	127819000	133662000	2|2	1|2	1|2
chr5	133662000	134413000	2|2	1|2	1|1
chr5	134413000	144954000	2|2	1|1	1|1
chr5	144954000	145547000	2|2	1|1	1|2
chr5	145547000	145655000	2|2	1|2	1|2
chr5	145655000	145951000	2|2	1|2	1|3
chr5	145951000	150413000	2|2	1|2	1|2
chr5	150413000	159666000	2|2	1|2	1|3
chr5	159666000	163172000	2|2	1|2	1|2
chr5	163172000	179089000	2|2	2|2	1|2
chr5	179089000	179655000	2|2	2|2	2|2
chr5	179655000	180915260	2|2	1|2	2|2
chr6	0	2742000	2|2	2|2	2|2
chr6	2742000	3744000	2|2	2|2	2|3
chr6	3744000	7819000	2|2	2|2	2|2
chr6	7819000	10200000	2|2	2|2	3|2
chr6	10200000	11202000	0|2	0|2	0|2
chr6	11202000	15880000	2|2	2|2	3|2
chr6	15880000	16983000	2|3	2|3	3|3
chr6	16983000	23078000	2|4	2|4	3|4
chr6	23078000	24074000	2|4	2|4	3|3
chr6	24074000	30963000	2|4	2|4	3|4
chr6	30963000	31188000	2|4	2|4	2|4
chr6	31188000	33204000	2|4	2|4	1|4
chr6	33204000	33792000	2|3	2|3	1|3
chr6	33792000	34668000	2|2	2|2	1|2
chr6	34668000	40089000	2|2	2|2	2|2
chr6	40089000	47665000	2|4	2|4	2|5
chr6	47665000	48448000	2|6	2|6	2|7
chr6	48448000	48471000	2|6	2|6	2|6
chr6	48471000	48756000	2|6	2|6	2|7
chr6	48756000	49055000	2|6	2|6	2|6
chr6	49055000	49754000	2|4	2|4	2|3
chr6	49754000	50591000	2|4	2|4	2|4
chr6	50591000	58299000	2|2	2|2	2|2
chr6	58299000	59274000	2|2	2|3	2|2
chr6	59274000	79696000	2|2	2|2	2|2
chr6	79696000	85927000	2|1	2|1	2|1
chr6	85927000	86018000	2|2	2|2	2|2
chr6	86018000	87020000	0|2	0|2	0|2
chr6	87020000	88300000	2|2	2|2	2|2
chr6	88300000	102034000	2|3	2|3	2|3
chr6	102034000	107574000	2|3	2|3	2|4
chr6	107574000	113086000	2|2	2|2	2|3
chr6	113086000	113146000	2|2	1|2	2|3
chr6	113146000	114093000	2|0	1|0	2|0
chr6	114093000	115926000	2|0	2|0	2|0
chr6	115926000	124963000	2|2	2|2	2|3
chr6	124963000	127312000	0|2	0|2	0|3
chr6	127312000	130091000	2|2	2|2	2|3
chr6	130091000	134013000	2|2	2|2	2|2
chr6	134013000	136124000	2|2	2|2	2|3
chr6	136124000	137874000	2|2	2|2	2|4
chr6	137874000	138885000	2|2	2|2	1|4
chr6	138885000	139269000	2|2	2|2	2|4
chr6	139269000	142876000	2|0	2|0	2|0
chr6	142876000	156405000	2|2	2|2	2|4
chr6	156405000	166487000	2|2	2|2	2|3
chr6	166487000	171115067	2|2	2|2	2|2
chr7	0	2219000	1|2	1|2	1|0
chr7	2219000	22143000	2|2	2|2	2|0
chr7	22143000	26029000	4|2	4|2	4|0
chr7	26029000	48158000	2|2	2|2	2|0
chr7	48158000	59982000	2|3	2|3	2|0
chr7	59982000	67983000	2|2	2|2	2|0
chr7	67983000	72595000	4|2	4|2	4|0
chr7	72595000	76203000	4|2	3|2	4|0
chr7	76203000	77204000	4|2	4|2	4|0
chr7	77204000	77578000	4|2	3|2	4|0
chr7	77578000	82190000	2|2	1|2	2|0
chr7	82190000	87957000	2|2	2|2	2|0
chr7	87957000	88709000	2|2	2|2	3|0
chr7	88709000	88964000	2|2	2|3	3|0
chr7	88964000	89713000	2|2	2|3	2|0
chr7	89713000	105619000	2|2	2|2	2|0
chr7	105619000	106630000	2|2	1|2	2|0
chr7	106630000	107033000	2|2	2|2	2|0
chr7	107033000	120344000	2|0	2|0	2|0
chr7	120344000	121618000	2|2	2|2	2|0
chr7	121618000	122615000	2|2	2|1	2|0
chr7	122615000	140408000	2|2	2|2	2|0
chr7	140408000	141695000	2|2	1|2	2|0
chr7	141695000	142714000	2|2	1|2	3|0
chr7	142714000	146200000	2|2	1|2	2|0
chr7	146200000	148393000	4|2	2|2	4|0
chr7	148393000	148748000	2|2	1|2	2|0
chr7	148748000	149389000	2|2	2|2	2|0
chr7	149389000	149530000	4|2	3|2	4|0
chr7	149530000	150546000	4|2	2|2	4|0
chr7	150546000	152446000	4|2	3|2	4|0
chr7	152446000	156102000	2|2	2|2	2|0
chr7	156102000	157855000	4|2	3|2	4|0
chr7	157855000	158345000	2|2	2|2	2|0
chr7	158345000	159138663	1|2	1|2	1|0
chr8	0	9721000	2|2	2|2	2|2
chr8	9721000	12772000	2|2	2|2	2|3
chr8	12772000	17915000	2|0	2|0	2|0
chr8	17915000	22049000	2|0	3|0	2|0
chr8	22049000	23930000	2|0	2|0	2|0
chr8	23930000	29619000	2|2	2|2	2|3
chr8	29619000	31998000	4|2	4|2	4|3
chr8	31998000	35425000	2|2	2|2	2|3
chr8	35425000	41198000	2|2	2|2	2|2
chr8	41198000	52401000	0|2	0|2	0|2
chr8	52401000	53375000	0|2	0|2	0|1
chr8	53375000	53404000	2|2	2|2	2|1
chr8	53404000	57445000	2|2	2|2	2|2
chr8	57445000	57841000	6|2	6|2	6|2
chr8	57841000	62321000	4|2	4|2	4|2
chr8	62321000	66597000	4|2	3|2	4|2
chr8	66597000	68709000	6|2	5|2	6|2
chr8	68709000	76657000	2|2	1|2	2|2
chr8	76657000	77652000	2|2	1|3	2|2
chr8	77652000	78762000	2|2	1|2	2|2
chr8	78762000	83627000	2|0	1|0	2|0
chr8	83627000	90538000	2|0	2|0	2|0
chr8	90538000	99912000	2|2	2|2	2|2
chr8	99912000	109814000	2|2	2|1	2|2
chr8	109814000	130753000	2|2	2|2	2|2
chr8	130753000	131243000	0|2	0|2	0|2
chr8	131243000	131746000	2|2	2|2	2|2
chr8	131746000	132274000	4|2	4|2	4|2
chr8	132274000	132608000	2|2	2|2	2|2
chr8	132608000	133263000	2|4	2|4	2|4
chr8	133263000	133613000	4|4	4|4	4|4
chr8	133613000	134574000	4|2	4|2	4|2
chr8	134574000	135040000	2|2	2|2	2|2
chr8	135040000	138266000	2|0	2|0	2|0
chr8	138266000	146364022	2|2	2|2	2|2
chr9	0	3080000	2|2	2|3	2|2
chr9	3080000	4068000	2|0	2|0	2|0
chr9	4068000	13421000	2|2	2|3	2|2
chr9	13421000	14424000	2|2	2|3	3|2
chr9	14424000	28782000	2|2	2|3	2|2
chr9	28782000	29777000	0|2	0|3	0|2
chr9	29777000	33160000	2|2	2|3	2|2
chr9	33160000	36213000	2|2	2|3	2|1
chr9	36213000	42357000	2|2	2|3	2|2
chr9	42357000	43363000	2|2	1|3	2|2
chr9	43363000	52466000	2|2	2|3	2|2
chr9	52466000	53454000	2|2	2|3	2|1
chr9	53454000	57682000	2|2	2|3	2|2
chr9	57682000	69258000	2|4	2|6	2|4
chr9	69258000	70258000	2|4	2|7	2|4
chr9	70258000	75523000	2|4	2|6	2|4
chr9	75523000	76282000	2|4	2|6	3|4
chr9	76282000	76463000	2|2	2|3	3|2
chr9	76463000	77472000	2|2	1|3	3|2
chr9	77472000	79676000	2|2	2|3	3|2
chr9	79676000	80428000	2|2	2|3	2|2
chr9	80428000	81425000	2|2	3|3	2|2
chr9	81425000	82300000	2|2	2|3	2|2
chr9	82300000	83326000	2|2	1|3	2|2
chr9	83326000	85140000	2|2	2|3	2|2
chr9	85140000	87093000	0|2	0|3	0|2
chr9	87093000	96540000	2|2	2|3	2|2
chr9	96540000	97542000	2|2	2|3	2|1
chr9	97542000	105842000	2|2	2|3	2|2
chr9	105842000	106274000	2|2	3|3	2|2
chr9	106274000	106857000	2|4	3|6	2|4
chr9	106857000	113832000	2|4	2|6	2|4
chr9	113832000	116932000	2|4	2|6	2|5
chr9	116932000	118507000	2|4	2|6	2|4
chr9	118507000	120264000	2|4	2|7	2|4
chr9	120264000	121270000	2|4	2|7	2|5
chr9	121270000	122301000	2|4	2|7	2|4
chr9	122301000	123148000	2|4	2|6	2|4
chr9	123148000	124146000	2|4	2|7	2|4
chr9	124146000	124562000	2|4	2|6	2|4
chr9	124562000	124761000	2|4	3|6	2|4
chr9	124761000	125742000	2|2	3|3	2|2
chr9	125742000	126765000	2|2	2|3	2|2
chr9	126765000	134113000	2|2	3|3	2|2
chr9	134113000	136258000	2|2	3|3	2|3
chr9	136258000	140200000	2|2	2|3	2|3
chr9	140200000	140714000	2|2	2|3	2|2
chr9	140714000	141213431	2|2	2|4	2|2
chr10	0	1483000	2|2	2|2	2|2
chr10	1483000	3137000	2|2	1|2	2|2
chr10	3137000	4130000	2|2	2|2	2|2
chr10	4130000	4385000	2|2	1|2	2|2
chr10	4385000	12246000	2|2	2|2	2|2
chr10	12246000	13244000	2|2	2|3	2|2
chr10	13244000	21551000	2|2	2|2	2|2
chr10	21551000	22641000	2|2	2|2	1|2
chr10	22641000	26145000	2|4	2|4	1|4
chr10	26145000	31852000	2|2	2|2	1|2
chr10	31852000	32314000	2|2	2|2	2|2
chr10	32314000	33301000	2|4	2|4	2|4
chr10	33301000	40819000	2|2	2|2	2|2
chr10	40819000	42625000	2|2	2|3	2|2
chr10	42625000	45868000	2|2	3|3	2|2
chr10	45868000	49797000	2|2	3|3	1|2
chr10	49797000	51603000	2|2	2|3	1|2
chr10	51603000	53090000	2|2	2|2	1|2
chr10	53090000	59318000	2|0	2|0	1|0
chr10	59318000	63689000	2|0	2|0	2|0
chr10	63689000	64702000	0|0	0|0	0|0
chr10	64702000	64821000	2|0	2|0	2|0
chr10	64821000	65700000	2|2	2|2	2|2
chr10	65700000	66700000	2|2	2|2	2|1
chr10	66700000	66782000	2|2	2|2	2|2
chr10	66782000	67761000	2|4	2|4	2|4
chr10	67761000	91528000	2|2	2|2	2|2
chr10	91528000	95692000	2|2	2|1	2|2
chr10	95692000	96674000	2|0	2|0	2|0
chr10	96674000	106606000	2|2	2|1	2|2
chr10	106606000	107597000	2|2	2|1	1|2
chr10	107597000	108812000	2|2	2|1	2|2
chr10	108812000	109807000	2|2	2|2	2|2
chr10	109807000	112452000	2|2	1|2	2|2
chr10	112452000	127234000	2|2	2|2	2|2
chr10	127234000	130068000	2|2	2|3	2|2
chr10	130068000	135534747	2|2	2|2	2|2
chr11	0	15619000	2|2	2|2	3|2
chr11	15619000	16236000	2|2	2|2	3|3
chr11	16236000	16618000	4|2	4|2	6|3
chr11	16618000	18860000	4|2	4|2	6|2
chr11	18860000	20846000	2|2	2|2	3|2
chr11	20846000	21755000	2|2	2|2	3|1
chr11	21755000	21858000	2|2	2|3	3|1
chr11	21858000	22756000	2|2	2|3	3|2
chr11	22756000	37457000	2|2	2|2	3|2
chr11	37457000	39858000	2|2	3|2	3|2
chr11	39858000	43063000	2|0	3|0	3|0
chr11	43063000	52494000	2|2	3|2	3|2
chr11	52494000	76147000	2|2	2|2	3|2
chr11	76147000	78479000	2|4	2|4	3|4
chr11	78479000	87607000	2|2	2|2	3|2
chr11	87607000	90614000	4|2	4|2	6|2
chr11	90614000	91048000	4|2	4|2	6|1
chr11	91048000	91618000	2|2	2|2	3|1
chr11	91618000	93658000	2|2	2|2	3|2
chr11	93658000	93990000	2|2	2|3	3|2
chr11	93990000	96724000	0|2	0|3	0|2
chr11	96724000	99857000	0|2	0|2	0|2
chr11	99857000	100871000	0|2	0|3	0|2
chr11	100871000	103378000	0|2	0|2	0|2
chr11	103378000	115175000	2|2	2|2	3|2
chr11	115175000	117908000	4|2	4|2	6|2
chr11	117908000	135006516	2|2	2|2	3|2
chr12	0	4889000	2|2	2|2	2|2
chr12	4889000	4944000	2|2	2|3	2|2
chr12	4944000	7855000	4|2	4|3	4|2
chr12	7855000	12172000	2|2	2|3	2|2
chr12	12172000	44913000	2|2	2|2	2|2
chr12	44913000	53871000	2|2	2|2	2|1
chr12	53871000	55455000	2|2	2|2	2|2
chr12	55455000	62218000	2|2	2|2	2|3
chr12	62218000	71983000	2|2	2|2	3|3
chr12	71983000	74039000	2|2	2|2	2|3
chr12	74039000	75449000	2|2	2|2	2|2
chr12	75449000	78416000	4|2	4|2	4|2
chr12	78416000	82316000	4|2	5|2	4|2
chr12	82316000	82513000	4|2	4|2	4|2
chr12	82513000	82921000	4|2	4|3	4|2
chr12	82921000	83307000	2|2	2|3	2|2
chr12	83307000	84814000	2|2	3|3	2|2
chr12	84814000	84855000	2|2	3|2	2|2
chr12	84855000	85847000	2|2	3|2	2|1
chr12	85847000	95491000	2|2	3|2	2|2
chr12	95491000	118154000	2|2	2|2	2|2
chr12	118154000	119137000	2|2	2|2	1|2
chr12	119137000	133851895	2|2	2|2	2|2
chr13	0	19225000	2|2	2|2	2|2
chr13	19225000	22133000	2|2	2|2	3|2
chr13	22133000	23060000	4|2	4|2	5|2
chr13	23060000	24472000	4|2	4|2	4|2
chr13	24472000	25442000	4|2	4|2	5|2
chr13	25442000	26367000	2|2	2|2	3|2
chr13	26367000	26478000	2|2	3|2	3|2
chr13	26478000	27475000	2|2	3|2	4|2
chr13	27475000	27910000	2|2	3|2	3|2
chr13	27910000	35119000	2|2	3|2	2|2
chr13	35119000	36080000	2|2	3|1	2|2
chr13	36080000	36129000	2|2	2|1	2|2
chr13	36129000	37306000	2|2	2|2	2|2
chr13	37306000	47561000	2|2	2|2	3|2
chr13	47561000	49358000	2|2	2|2	2|2
chr13	49358000	54036000	2|2	2|3	2|2
chr13	54036000	54318000	4|2	4|3	4|2
chr13	54318000	57259000	2|2	2|3	2|2
chr13	57259000	58371000	0|2	0|3	0|2
chr13	58371000	71189000	0|2	0|2	0|2
chr13	71189000	72207000	0|2	0|2	0|3
chr13	72207000	102324000	0|2	0|2	0|2
chr13	102324000	103322000	0|2	0|3	0|2
chr13	103322000	115169878	0|2	0|2	0|2
chr14	0	4762000	2|2	2|2	2|2
chr14	4762000	5757000	2|0	2|0	2|0
chr14	5757000	35719000	2|2	2|2	2|2
chr14	35719000	37455000	4|2	4|2	4|2
chr14	37455000	47829000	0|2	0|2	0|2
chr14	47829000	49460000	4|2	4|2	4|2
chr14	49460000	49561000	4|2	4|2	4|3
chr14	49561000	50470000	2|2	2|2	2|3
chr14	50470000	60240000	2|2	2|2	2|2
chr14	60240000	72150000	2|2	2|1	2|2
chr14	72150000	75396000	2|2	2|2	2|2
chr14	75396000	77131000	2|2	2|3	2|2
chr14	77131000	79994000	2|2	2|2	2|2
chr14	79994000	81881000	2|2	2|2	2|1
chr14	81881000	82247000	2|2	2|2	1|1
chr14	82247000	90539000	2|2	2|2	1|2
chr14	90539000	91541000	2|2	3|2	1|2
chr14	91541000	91911000	2|2	2|2	1|2
chr14	91911000	93651000	2|2	2|2	2|2
chr14	93651000	94650000	2|2	2|3	2|2
chr14	94650000	97400000	2|2	2|2	2|2
chr14	97400000	98402000	2|2	2|1	2|2
chr14	98402000	98973000	2|2	2|2	2|2
chr14	98973000	99970000	4|2	4|2	4|2
chr14	99970000	105253000	2|2	2|2	2|2
chr14	105253000	106229000	2|2	2|2	1|2
chr14	106229000	107349540	2|2	2|2	2|2
chr15	0	4988000	2|2	2|2	2|2
chr15	4988000	5881000	2|2	2|2	1|2
chr15	5881000	7878000	4|2	4|2	3|2
chr15	7878000	8482000	4|2	4|2	4|2
chr15	8482000	11289000	2|2	2|2	2|2
chr15	11289000	20372000	2|0	2|0	2|0
chr15	20372000	30903000	2|2	2|2	2|2
chr15	30903000	31911000	2|2	2|2	1|2
chr15	31911000	40422000	2|2	2|2	2|2
chr15	40422000	41433000	2|2	2|2	1|2
chr15	41433000	60226000	2|2	2|2	2|2
chr15	60226000	61230000	2|2	2|3	2|2
chr15	61230000	66941000	2|2	2|2	2|2
chr15	66941000	68546000	2|2	2|1	2|2
chr15	68546000	71519000	2|2	1|1	2|2
chr15	71519000	72524000	2|2	1|1	2|3
chr15	72524000	77635000	2|2	1|1	2|2
chr15	77635000	79364000	2|2	0|1	2|2
chr15	79364000	84513000	2|2	1|1	2|2
chr15	84513000	86819000	2|2	1|1	1|2
chr15	86819000	89020000	2|2	1|2	1|2
chr15	89020000	89624000	2|2	2|2	1|2
chr15	89624000	90630000	0|2	0|2	0|2
chr15	90630000	93754000	2|2	2|2	1|2
chr15	93754000	95390000	2|2	2|2	2|2
chr15	95390000	96406000	2|2	1|2	2|2
chr15	96406000	102531392	2|2	2|2	2|2
chr16	0	3523000	2|2	2|2	2|2
chr16	3523000	9353000	0|2	0|2	0|2
chr16	9353000	10342000	0|4	0|4	0|4
chr16	10342000	11359000	0|2	0|2	0|2
chr16	11359000	16184000	2|2	2|2	2|2
chr16	16184000	22967000	2|2	1|2	2|2
chr16	22967000	23804000	2|2	1|1	2|2
chr16	23804000	26894000	2|2	1|1	3|2
chr16	26894000	27554000	2|2	1|1	2|2
chr16	27554000	29137000	2|2	1|2	2|2
chr16	29137000	31351000	2|2	2|2	2|2
chr16	31351000	48116000	2|2	2|1	2|2
chr16	48116000	51798000	2|2	2|2	2|2
chr16	51798000	62101000	2|2	2|2	1|2
chr16	62101000	70549000	2|2	2|2	2|2
chr16	70549000	74548000	2|2	2|2	3|2
chr16	74548000	78023000	2|2	2|2	4|2
chr16	78023000	80547000	2|2	2|2	3|2
chr16	80547000	90354753	2|2	2|2	2|2
chr17	0	40598000	2|0	2|0	2|0
chr17	40598000	43137000	2|2	2|2	2|0
chr17	43137000	44886000	2|4	2|4	2|0
chr17	44886000	47115000	2|4	3|4	2|0
chr17	47115000	48307000	2|4	3|5	2|0
chr17	48307000	49904000	2|4	2|5	2|0
chr17	49904000	53550000	2|4	2|5	1|0
chr17	53550000	60187000	2|4	2|5	2|0
chr17	60187000	61173000	2|4	2|5	1|0
chr17	61173000	62861000	2|4	2|5	2|0
chr17	62861000	73624000	2|2	2|3	2|0
chr17	73624000	81195210	2|2	2|2	2|0
chr18	0	78077248	0|0	0|0	0|0
chr20	0	22234000	2|0	2|0	2|0
chr20	22234000	34741000	2|2	2|2	2|2
chr20	34741000	35748000	2|2	2|3	2|2
chr20	35748000	39092000	2|2	2|2	2|2
