#CHR	START	END	clone0	clone1	clone2
chr2	16598000	24200000	4|2	4|2	4|2
chr2	24200000	30582000	2|2	2|2	2|2
chr2	30582000	31588000	2|0	2|0	2|0
chr2	31588000	32719000	2|2	2|2	2|2
chr2	32719000	32884000	2|2	2|2	2|3
chr2	32884000	33729000	2|2	2|2	3|3
chr2	33729000	34778000	2|2	2|2	3|2
chr2	34778000	40747000	2|2	2|2	2|2
chr2	40747000	41269000	0|2	0|2	0|2
chr2	41269000	41740000	0|2	0|1	0|2
chr2	41740000	46471000	2|2	2|1	2|2
chr2	46471000	49247000	2|2	2|0	2|2
chr2	49247000	53990000	2|2	2|1	2|2
chr2	53990000	64224000	2|1	2|1	2|1
chr2	64224000	65673000	2|1	3|1	2|1
chr2	65673000	67139000	2|2	3|1	2|2
chr2	67139000	70505000	2|2	2|1	2|2
chr2	70505000	71499000	2|2	2|1	2|3
chr2	71499000	79044000	2|2	2|1	2|2
chr2	79044000	80039000	4|2	4|1	4|2
chr2	80039000	80411000	2|2	2|1	2|2
chr2	80411000	83583000	0|2	0|1	0|2
chr2	83583000	84427000	2|2	2|1	2|2
chr2	84427000	101053000	2|2	2|2	2|2
chr2	101053000	102053000	2|2	2|3	2|2
chr2	102053000	121101000	2|2	2|2	2|2
chr2	121101000	122637000	2|2	2|2	2|1
chr2	122637000	126712000	2|0	2|0	2|0
chr2	126712000	131580000	2|2	2|2	2|1
chr2	131580000	132198000	2|2	2|2	2|2
chr2	132198000	135626000	0|2	0|2	0|2
chr2	135626000	138206000	0|2	0|2	0|3
chr2	138206000	140278000	0|2	0|2	0|2
chr2	140278000	141773000	0|2	0|3	0|2
chr2	141773000	154698000	2|2	2|3	2|2
chr2	154698000	157294000	2|2	2|2	2|2
chr2	157294000	158310000	2|2	2|1	2|2
chr2	158310000	162470000	2|2	2|2	2|2
chr2	162470000	164812000	2|2	2|2	2|3
chr2	164812000	176986000	2|2	2|2	2|2
chr2	176986000	177980000	0|2	0|2	0|2
chr2	177980000	199251000	2|2	2|2	2|2
chr2	199251000	204107000	2|4	2|4	2|4
chr2	204107000	206203000	1|4	1|4	1|4
chr2	206203000	212453000	2|4	2|4	2|4
chr2	212453000	213449000	2|4	2|3	2|4
chr2	213449000	222536000	2|4	2|4	2|4
chr2	222536000	225387000	2|2	2|2	2|2
chr2	225387000	226394000	1|2	1|2	1|2
chr2	226394000	243199373	2|2	2|2	2|2
chr3	0	4875000	2|2	2|2	2|0
chr3	4875000	18941000	2|2	2|1	2|0
chr3	18941000	19965000	2|1	2|1	2|0
chr3	19965000	26145000	2|2	2|1	2|0
chr3	26145000	27140000	0|2	0|1	0|0
chr3	27140000	28281000	2|2	2|1	2|0
chr3	28281000	28286000	4|2	4|1	4|0
chr3	28286000	30304000	4|2	4|2	4|0
chr3	30304000	30469000	2|2	2|2	2|0
chr3	30469000	33024000	0|2	0|2	0|0
chr3	33024000	34603000	2|2	2|2	2|0
chr3	34603000	34864000	2|2	2|2	1|0
chr3	34864000	35612000	2|2	2|1	1|0
chr3	35612000	35872000	2|2	2|1	2|0
chr3	35872000	59455000	2|2	2|2	2|0
chr3	59455000	60447000	3|2	3|2	3|0
chr3	60447000	63213000	2|2	2|2	2|0
chr3	63213000	64203000	2|1	2|1	2|0
chr3	64203000	74991000	2|2	2|2	2|0
chr3	74991000	78322000	1|2	1|2	1|0
chr3	78322000	86655000	2|2	2|2	2|0
chr3	86655000	87082000	2|2	3|2	2|0
chr3	87082000	87669000	4|2	5|2	4|0
chr3	87669000	91140000	4|2	4|2	4|0
chr3	91140000	92202000	2|2	2|2	2|0
chr3	92202000	93214000	2|0	2|0	2|0
chr3	93214000	95894000	2|2	2|2	2|0
chr3	95894000	96911000	0|2	0|2	0|0
chr3	96911000	104192000	2|2	2|2	2|0
chr3	104192000	104681000	2|2	1|2	2|0
chr3	104681000	105198000	2|0	1|0	2|0
chr3	105198000	105676000	2|0	2|0	2|0
chr3	105676000	105735000	2|2	2|2	2|0
chr3	105735000	108263000	2|1	2|1	2|0
chr3	108263000	114588000	2|2	2|2	2|0
chr3	114588000	136822000	2|2	2|2	3|0
chr3	136822000	138508000	2|2	2|2	2|0
chr3	138508000	140354000	2|2	2|2	3|0
chr3	140354000	141428000	2|2	2|2	2|0
chr3	141428000	144338000	2|1	2|1	2|0
chr3	144338000	168976000	2|2	2|2	2|0
chr3	168976000	169976000	1|2	1|2	1|0
chr3	169976000	198022430	2|2	2|2	2|0
chr4	0	1525000	2|0	2|0	2|0
chr4	1525000	2533000	2|0	2|0	3|0
chr4	2533000	4266000	2|0	2|0	2|0
chr4	4266000	7332000	2|0	3|0	2|0
chr4	7332000	11324000	2|0	2|0	2|0
chr4	11324000	12327000	2|0	3|0	2|0
chr4	12327000	19337000	2|0	2|0	2|0
chr4	19337000	20334000	1|0	1|0	1|0
chr4	20334000	30821000	2|0	2|0	2|0
chr4	30821000	38688000	2|0	2|0	1|0
chr4	38688000	39518000	2|0	2|0	2|0
chr4	39518000	40538000	2|0	3|0	2|0
chr4	40538000	42479000	2|0	2|0	2|0
chr4	42479000	52830000	4|0	4|0	4|0
chr4	52830000	67417000	2|0	2|0	2|0
chr4	67417000	70148000	4|0	4|0	4|0
chr4	70148000	71157000	4|0	4|0	5|0
chr4	71157000	72291000	4|0	4|0	4|0
chr4	72291000	73287000	4|0	4|0	3|0
chr4	73287000	76063000	4|0	4|0	4|0
chr4	76063000	78966000	2|0	2|0	2|0
chr4	78966000	82171000	2|0	3|0	2|0
chr4	82171000	91119000	2|0	2|0	2|0
chr4	91119000	94338000	4|0	4|0	4|0
chr4	94338000	102773000	2|0	2|0	2|0
chr4	102773000	103754000	2|0	3|0	2|0
chr4	103754000	134378000	2|0	2|0	2|0
chr4	134378000	135374000	1|0	1|0	1|0
chr4	135374000	137906000	2|0	2|0	2|0
chr4	137906000	138169000	2|0	3|0	2|0
chr4	138169000	147092000	4|0	5|0	4|0
chr4	147092000	147285000	4|0	5|0	5|0
chr4	147285000	149903000	4|0	4|0	5|0
chr4	149903000	160617000	4|0	4|0	4|0
chr4	160617000	163081000	4|0	4|0	5|0
chr4	163081000	170915000	2|0	2|0	3|0
chr4	170915000	172016000	2|0	2|0	2|0
chr4	172016000	172549000	2|0	2|0	1|0
chr4	172549000	175326000	4|0	4|0	3|0
chr4	175326000	183653000	4|0	4|0	4|0
chr4	183653000	191154276	2|0	2|0	2|0
chr5	0	13163000	2|2	2|2	2|2
chr5	13163000	14187000	2|2	1|2	2|2
chr5	14187000	16458000	2|2	1|3	2|2
chr5	16458000	21439000	2|2	2|3	2|2
chr5	21439000	21819000	2|4	2|5	2|4
chr5	21819000	22821000	2|4	2|4	2|4
chr5	22821000	24385000	2|4	2|5	2|4
chr5	24385000	28454000	2|4	2|4	2|4
chr5	28454000	32742000	2|2	2|2	2|2
chr5	32742000	50339000	2|2	2|2	3|2
chr5	50339000	52113000	2|2	2|2	2|2
chr5	52113000	53133000	2|2	2|2	2|1
chr5	53133000	62790000	2|2	2|2	2|2
chr5	62790000	63788000	2|2	2|1	2|2
chr5	63788000	81741000	2|2	2|2	2|2
chr5	81741000	83886000	4|2	4|2	4|2
chr5	83886000	106144000	2|2	2|2	2|2
chr5	106144000	107138000	4|2	4|2	4|2
chr5	107138000	125600000	2|2	2|2	2|2
chr5	125600000	133023000	2|2	2|3	2|2
chr5	133023000	134027000	2|2	2|2	2|2
chr5	134027000	134808000	2|2	2|3	2|2
chr5	134808000	140296000	2|2	2|2	2|2
chr5	140296000	142917000	2|2	2|1	2|2
chr5	142917000	152686000	2|2	2|2	2|2
chr5	152686000	155032000	2|2	1|2	2|2
chr5	155032000	155912000	2|2	1|2	2|3
chr5	155912000	156039000	2|2	2|2	2|3
chr5	156039000	178359000	2|2	2|2	2|2
chr5	178359000	179366000	2|2	2|2	2|1
chr5	179366000	180915260	2|2	2|2	2|2
chr6	0	3042000	2|2	2|2	2|2
chr6	3042000	6458000	4|2	4|2	4|2
chr6	6458000	7550000	4|2	3|2	4|2
chr6	7550000	10513000	2|2	1|2	2|2
chr6	10513000	11510000	2|2	1|3	2|2
chr6	11510000	13337000	2|2	1|2	2|2
chr6	13337000	26316000	2|2	2|2	2|2
chr6	26316000	27331000	4|2	4|2	4|2
chr6	27331000	37527000	2|2	2|2	2|2
chr6	37527000	40767000	2|2	2|2	1|2
chr6	40767000	41146000	2|2	2|1	1|2
chr6	41146000	42148000	1|2	1|1	1|2
chr6	42148000	43840000	2|2	2|1	1|2
chr6	43840000	49156000	2|2	2|2	1|2
chr6	49156000	51379000	3|2	3|2	2|2
chr6	51379000	52369000	3|2	3|2	3|2
chr6	52369000	59782000	2|2	2|2	2|2
chr6	59782000	59956000	2|2	2|2	3|2
chr6	59956000	60532000	2|2	3|2	3|2
chr6	60532000	62369000	0|2	0|2	0|2
chr6	62369000	65530000	0|0	0|0	0|0
chr6	65530000	72982000	0|2	0|2	0|2
chr6	72982000	73235000	2|2	3|2	3|2
chr6	73235000	75245000	2|2	3|2	2|2
chr6	75245000	79139000	2|2	2|2	2|2
chr6	79139000	90229000	2|2	2|2	2|1
chr6	90229000	94613000	2|2	2|2	2|2
chr6	94613000	95620000	2|2	2|2	2|3
chr6	95620000	96665000	2|2	2|2	2|2
chr6	96665000	97651000	2|2	2|1	2|2
chr6	97651000	103726000	2|2	2|2	2|2
chr6	103726000	104721000	2|2	2|3	2|2
chr6	104721000	107433000	2|2	2|2	2|2
chr6	107433000	108439000	2|2	2|2	3|2
chr6	108439000	138772000	2|2	2|2	2|2
chr6	138772000	151070000	2|2	3|2	2|2
chr6	151070000	165558000	2|2	2|2	2|2
chr6	165558000	166557000	2|2	3|2	2|2
chr6	166557000	171115067	2|2	2|2	2|2
chr7	0	1954000	2|2	1|2	1|2
chr7	1954000	9880000	2|2	1|2	2|2
chr7	9880000	10891000	2|2	0|2	2|2
chr7	10891000	13330000	2|2	1|2	2|2
chr7	13330000	14330000	0|2	0|2	0|2
chr7	14330000	17294000	2|2	1|2	2|2
chr7	17294000	19409000	2|2	1|2	3|2
chr7	19409000	20282000	2|2	1|3	3|2
chr7	20282000	25684000	2|2	1|3	2|2
chr7	25684000	28447000	2|1	1|2	2|1
chr7	28447000	29630000	2|2	1|3	2|2
chr7	29630000	35654000	2|2	1|2	2|2
chr7	35654000	38325000	2|4	1|4	2|4
chr7	38325000	40441000	2|2	1|2	2|2
chr7	40441000	41451000	2|2	1|3	2|2
chr7	41451000	50501000	2|2	1|2	2|2
chr7	50501000	52660000	2|4	1|4	2|4
chr7	52660000	52921000	0|4	0|4	0|4
chr7	52921000	53679000	0|2	0|2	0|2
chr7	53679000	57672000	2|2	1|2	2|2
chr7	57672000	58665000	2|2	1|1	2|2
chr7	58665000	67792000	2|2	1|2	2|2
chr7	67792000	67829000	2|2	1|1	2|2
chr7	67829000	68809000	2|2	1|1	3|2
chr7	68809000	68821000	2|2	1|2	3|2
chr7	68821000	72931000	2|2	1|2	2|2
chr7	72931000	76931000	2|0	1|0	2|0
chr7	76931000	85607000	2|2	1|2	2|2
chr7	85607000	86482000	2|2	1|2	2|3
chr7	86482000	87424000	2|4	1|4	2|6
chr7	87424000	87479000	2|4	1|4	2|5
chr7	87479000	108933000	2|2	1|2	2|2
chr7	108933000	111500000	2|2	0|2	2|2
chr7	111500000	116722000	2|2	1|2	2|2
chr7	116722000	117716000	0|2	0|2	0|2
chr7	117716000	141320000	2|2	1|2	2|2
chr7	141320000	142315000	2|2	1|2	2|1
chr7	142315000	144977000	2|2	1|2	2|2
chr7	144977000	145982000	2|2	1|2	2|3
chr7	145982000	150939000	2|2	1|2	2|2
chr7	150939000	159138663	2|2	1|2	1|2
chr8	0	5449000	2|2	2|2	2|2
chr8	5449000	9311000	2|2	2|2	2|1
chr8	9311000	10319000	2|0	2|0	2|0
chr8	10319000	16722000	2|2	2|2	2|1
chr8	16722000	17745000	2|2	2|2	2|2
chr8	17745000	18949000	0|2	0|2	0|2
chr8	18949000	20686000	2|2	2|2	2|2
chr8	20686000	21985000	4|2	4|2	4|2
chr8	21985000	22978000	5|2	5|2	5|2
chr8	22978000	26119000	4|2	4|2	4|2
chr8	26119000	27131000	4|3	4|3	4|3
chr8	27131000	28035000	4|2	4|2	4|2
chr8	28035000	30395000	6|2	6|2	6|2
chr8	30395000	30613000	4|2	4|2	4|2
chr8	30613000	31101000	2|2	2|2	2|2
chr8	31101000	34467000	2|2	2|2	2|3
chr8	34467000	42426000	2|2	2|2	2|2
chr8	42426000	43418000	2|2	3|2	2|2
chr8	43418000	43559000	2|2	2|2	2|2
chr8	43559000	44575000	2|2	3|2	2|2
chr8	44575000	48252000	2|2	2|2	2|2
chr8	48252000	56759000	2|2	2|2	2|3
chr8	56759000	57763000	2|2	2|2	2|4
chr8	57763000	60666000	2|2	2|2	2|3
chr8	60666000	77472000	2|2	2|2	2|2
chr8	77472000	79770000	2|0	2|0	2|0
chr8	79770000	89059000	2|2	2|2	2|2
chr8	89059000	90055000	2|2	3|2	2|2
chr8	90055000	101875000	2|2	2|2	2|2
chr8	101875000	102884000	2|2	2|2	2|1
chr8	102884000	113366000	2|2	2|2	2|2
chr8	113366000	116248000	2|2	2|1	2|2
chr8	116248000	117042000	2|2	2|1	2|3
chr8	117042000	129646000	2|2	2|2	2|3
chr8	129646000	130641000	2|2	2|2	2|1
chr8	130641000	144992000	2|2	2|2	2|3
chr8	144992000	146364022	2|2	2|2	2|2
chr9	0	9517000	2|2	1|2	2|2
chr9	9517000	10547000	2|2	1|2	2|1
chr9	10547000	13480000	2|1	1|1	2|1
chr9	13480000	16636000	2|2	1|2	2|1
chr9	16636000	19167000	2|2	1|2	3|1
chr9	19167000	20937000	2|2	2|2	3|1
chr9	20937000	29399000	2|2	2|2	3|2
chr9	29399000	30409000	2|2	1|2	3|2
chr9	30409000	30940000	2|2	2|2	3|2
chr9	30940000	33583000	2|2	1|2	3|2
chr9	33583000	34684000	2|2	2|2	3|2
chr9	34684000	35672000	2|2	1|2	3|2
chr9	35672000	36669000	0|2	0|2	0|2
chr9	36669000	36936000	2|2	1|2	3|2
chr9	36936000	36969000	2|2	1|3	3|2
chr9	36969000	46293000	2|2	1|3	2|2
chr9	46293000	48470000	2|2	1|2	2|2
chr9	48470000	56318000	2|2	2|2	2|2
chr9	56318000	57172000	2|2	2|1	2|2
chr9	57172000	59714000	2|2	3|1	2|2
chr9	59714000	61833000	2|2	2|1	2|2
chr9	61833000	61908000	4|2	4|1	4|2
chr9	61908000	64503000	4|2	4|1	3|2
chr9	64503000	64857000	4|2	3|1	3|2
chr9	64857000	65501000	4|2	3|1	4|2
chr9	65501000	68831000	4|2	4|1	4|2
chr9	68831000	68989000	2|2	2|1	2|2
chr9	68989000	69984000	2|2	2|1	1|2
chr9	69984000	72439000	2|2	2|1	2|2
chr9	72439000	74633000	2|2	2|2	2|2
chr9	74633000	75622000	2|2	3|2	2|2
chr9	75622000	78499000	2|2	2|2	2|2
chr9	78499000	79496000	2|2	1|2	2|2
chr9	79496000	83366000	2|2	2|2	2|2
chr9	83366000	94108000	2|2	3|2	2|2
chr9	94108000	104528000	2|2	2|2	2|2
chr9	104528000	106288000	2|1	2|1	2|1
chr9	106288000	107270000	2|1	2|1	3|1
chr9	107270000	107580000	2|1	2|1	2|1
chr9	107580000	108429000	2|2	2|2	2|2
chr9	108429000	109444000	0|2	0|2	0|2
chr9	109444000	115454000	2|2	2|2	2|2
chr9	115454000	116886000	0|2	0|2	0|2
chr9	116886000	119279000	0|3	0|3	0|3
chr9	119279000	125806000	0|2	0|2	0|2
chr9	125806000	128922000	2|2	2|2	2|2
chr9	128922000	132236000	2|2	2|2	1|2
chr9	132236000	138722000	2|2	2|2	2|2
chr9	138722000	141213431	2|2	1|2	2|2
chr10	0	3254000	2|2	0|2	2|2
chr10	3254000	4266000	2|2	0|2	1|2
chr10	4266000	14125000	2|2	0|2	2|2
chr10	14125000	16616000	2|2	0|2	2|3
chr10	16616000	19863000	2|2	0|3	2|3
chr10	19863000	24290000	2|2	0|2	2|3
chr10	24290000	33975000	2|2	0|2	2|2
chr10	33975000	36653000	0|2	0|2	0|2
chr10	36653000	47222000	2|2	0|2	2|2
chr10	47222000	50342000	3|2	0|2	3|2
chr10	50342000	51332000	3|2	0|2	3|3
chr10	51332000	54024000	3|2	0|2	3|2
chr10	54024000	57972000	3|4	0|4	3|4
chr10	57972000	67877000	3|4	0|4	2|4
chr10	67877000	67915000	3|2	0|2	2|2
chr10	67915000	68308000	2|2	0|2	1|2
chr10	68308000	74375000	2|2	0|2	2|2
chr10	74375000	75333000	4|2	0|2	4|2
chr10	75333000	75379000	4|2	0|2	4|3
chr10	75379000	78124000	2|2	0|2	2|3
chr10	78124000	78266000	2|2	0|2	2|2
chr10	78266000	81548000	2|2	0|2	2|1
chr10	81548000	95127000	2|2	0|2	2|2
chr10	95127000	96131000	2|4	0|4	2|4
chr10	96131000	104858000	2|2	0|2	2|2
chr10	104858000	107189000	4|2	0|2	4|2
chr10	107189000	133545000	2|2	0|2	2|2
chr10	133545000	134563000	2|2	0|2	3|2
chr10	134563000	135534747	2|2	0|2	2|2
chr11	0	16876000	2|2	2|2	2|2
chr11	16876000	19361000	2|2	2|3	2|2
chr11	19361000	30244000	2|2	2|2	2|2
chr11	30244000	33709000	2|2	1|2	2|2
chr11	33709000	38408000	2|2	2|2	2|2
chr11	38408000	39406000	2|2	1|2	2|2
chr11	39406000	48802000	2|2	2|2	2|2
chr11	48802000	49793000	2|2	2|2	1|2
chr11	49793000	67984000	2|2	2|2	2|2
chr11	67984000	70056000	2|2	2|2	2|3
chr11	70056000	86083000	2|2	2|2	2|2
chr11	86083000	88386000	2|2	2|2	1|2
chr11	88386000	92111000	2|2	2|2	2|2
chr11	92111000	95132000	2|2	1|2	2|2
chr11	95132000	105794000	2|2	2|2	2|2
chr11	105794000	116200000	2|2	3|2	2|2
chr11	116200000	118873000	1|2	1|2	1|2
chr11	118873000	119874000	1|2	1|2	1|1
chr11	119874000	120048000	1|2	1|2	1|2
chr11	120048000	122980000	2|2	3|2	2|2
chr11	122980000	126521000	2|2	3|2	3|2
chr11	126521000	126793000	2|2	3|2	2|2
chr11	126793000	132620000	2|2	2|2	2|2
chr11	132620000	133629000	2|2	1|2	2|2
chr11	133629000	135006516	2|2	2|2	2|2
chr12	0	53000	2|3	2|3	2|3
chr12	53000	2770000	2|2	2|2	2|2
chr12	2770000	3775000	1|2	1|2	1|2
chr12	3775000	6228000	2|2	2|2	2|2
chr12	6228000	16602000	2|2	2|2	3|2
chr12	16602000	35440000	2|2	2|2	2|2
chr12	35440000	36373000	2|2	2|2	2|1
chr12	36373000	36903000	2|2	2|1	2|1
chr12	36903000	39007000	2|1	2|1	2|0
chr12	39007000	52088000	2|1	2|1	2|1
chr12	52088000	53082000	2|1	3|1	2|1
chr12	53082000	54893000	2|1	2|1	2|1
chr12	54893000	55340000	2|2	2|1	2|2
chr12	55340000	65475000	2|2	2|2	2|2
chr12	65475000	65770000	2|2	1|2	2|2
chr12	65770000	68021000	2|2	1|1	2|2
chr12	68021000	74190000	2|2	2|1	2|2
chr12	74190000	74617000	2|2	2|2	2|2
chr12	74617000	76074000	2|2	2|3	2|2
chr12	76074000	80950000	2|2	2|2	2|2
chr12	80950000	92058000	2|2	3|2	2|2
chr12	92058000	96970000	2|2	2|2	2|2
chr12	96970000	97965000	2|2	2|1	2|2
chr12	97965000	110658000	2|2	2|2	2|2
chr12	110658000	111655000	2|2	2|3	2|2
chr12	111655000	113657000	2|2	2|2	2|2
chr12	113657000	120559000	2|3	2|3	2|3
chr12	120559000	122217000	2|2	2|2	2|2
chr12	122217000	123236000	0|2	0|2	0|2
chr12	123236000	132907000	2|2	2|2	2|2
chr12	132907000	133851895	2|3	2|3	2|3
chr13	0	2791000	2|2	3|2	2|2
chr13	2791000	3805000	2|2	3|3	2|2
chr13	3805000	9796000	2|2	3|2	2|2
chr13	9796000	14599000	2|2	2|2	2|2
chr13	14599000	15605000	2|2	2|3	2|2
chr13	15605000	18923000	2|2	2|2	2|2
chr13	18923000	20348000	2|4	2|4	2|4
chr13	20348000	22172000	2|4	2|4	2|5
chr13	22172000	22789000	2|2	2|2	2|3
chr13	22789000	24824000	2|2	2|2	2|4
chr13	24824000	24925000	2|2	2|2	2|1
chr13	24925000	25830000	4|2	4|2	4|1
chr13	25830000	27070000	4|2	4|2	4|4
chr13	27070000	28808000	4|2	4|2	4|3
chr13	28808000	29813000	4|2	5|2	4|3
chr13	29813000	31665000	4|2	4|2	4|3
chr13	31665000	32290000	2|2	2|2	2|3
chr13	32290000	32517000	2|2	2|2	3|3
chr13	32517000	36253000	2|2	2|2	3|4
chr13	36253000	38488000	2|2	2|2	2|4
chr13	38488000	39482000	2|2	2|2	2|3
chr13	39482000	40967000	2|2	2|2	2|4
chr13	40967000	41851000	4|2	4|2	4|4
chr13	41851000	41953000	4|2	4|2	4|3
chr13	41953000	49831000	2|2	2|2	2|3
chr13	49831000	51120000	2|2	2|2	2|2
chr13	51120000	52123000	2|2	2|2	2|1
chr13	52123000	53412000	2|2	2|2	2|2
chr13	53412000	55900000	2|2	2|1	2|2
chr13	55900000	62943000	2|2	2|2	2|2
chr13	62943000	74240000	2|2	1|2	2|2
chr13	74240000	75307000	2|2	2|2	2|2
chr13	75307000	77452000	2|4	2|4	2|4
chr13	77452000	77496000	2|4	2|4	2|3
chr13	77496000	77839000	2|4	2|4	1|3
chr13	77839000	78825000	2|4	2|5	1|3
chr13	78825000	79079000	2|4	2|4	1|3
chr13	79079000	79619000	2|2	2|2	1|1
chr13	79619000	84055000	2|2	2|2	1|2
chr13	84055000	87343000	2|2	2|2	0|2
chr13	87343000	88451000	2|2	2|2	1|2
chr13	88451000	91265000	2|2	2|2	2|2
chr13	91265000	91626000	2|2	2|2	2|1
chr13	91626000	94752000	2|2	2|2	2|2
chr13	94752000	94985000	2|2	2|2	2|3
chr13	94985000	95374000	2|2	2|2	2|2
chr13	95374000	98257000	2|2	1|2	2|2
chr13	98257000	100493000	2|2	2|2	2|2
chr13	100493000	101514000	2|2	2|2	3|2
chr13	101514000	108404000	2|2	2|2	2|2
chr13	108404000	115169878	2|2	3|2	2|2
chr14	0	4619000	2|2	2|2	2|2
chr14	4619000	6013000	2|2	2|1	2|2
chr14	6013000	8442000	2|2	3|1	2|2
chr14	8442000	9816000	2|2	3|2	2|2
chr14	9816000	12826000	2|2	2|2	2|2
chr14	12826000	21424000	2|2	2|2	3|2
chr14	21424000	32097000	2|2	2|2	2|2
chr14	32097000	34897000	2|2	2|2	3|2
chr14	34897000	42531000	2|0	2|0	3|0
chr14	42531000	45828000	2|2	2|2	3|2
chr14	45828000	49027000	2|4	2|4	3|4
chr14	49027000	51030000	2|2	2|2	3|2
chr14	51030000	54261000	3|2	3|2	5|2
chr14	54261000	55253000	6|2	6|2	10|2
chr14	55253000	55862000	3|2	3|2	5|2
chr14	55862000	56879000	3|2	4|2	5|2
chr14	56879000	59034000	3|2	3|2	5|2
chr14	59034000	61680000	3|2	3|2	6|2
chr14	61680000	68116000	3|2	3|2	5|2
chr14	68116000	78365000	2|2	2|2	3|2
chr14	78365000	79371000	2|2	3|2	3|2
chr14	79371000	80086000	2|2	2|2	3|2
chr14	80086000	83185000	2|2	2|2	1|2
chr14	83185000	87496000	2|2	2|2	3|2
chr14	87496000	99145000	0|2	0|2	0|2
chr14	99145000	107349540	2|2	2|2	3|2
chr15	0	1796000	2|2	2|2	2|2
chr15	1796000	4704000	2|2	2|2	2|3
chr15	4704000	5692000	2|3	2|3	2|4
chr15	5692000	18024000	2|2	2|2	2|3
chr15	18024000	21084000	2|2	2|2	1|3
chr15	21084000	22311000	2|2	2|2	2|3
chr15	22311000	27777000	2|2	2|2	2|2
chr15	27777000	28781000	4|2	4|2	4|2
chr15	28781000	31782000	2|2	2|2	2|2
chr15	31782000	33991000	2|2	2|2	2|1
chr15	33991000	44854000	2|2	2|2	2|2
