#CHR	START	END	clone0	clone1
chr3	38655000	46449000	2|4	4|4
chr3	46449000	47442000	2|4	5|4
chr3	47442000	75588000	2|4	4|4
chr3	75588000	84243000	2|3	4|3
chr3	84243000	85249000	4|3	8|3
chr3	85249000	86073000	2|3	4|3
chr3	86073000	94061000	2|4	4|4
chr3	94061000	96800000	4|4	8|4
chr3	96800000	96957000	4|4	9|4
chr3	96957000	99018000	2|4	5|4
chr3	99018000	100309000	2|2	5|2
chr3	100309000	108516000	2|2	3|2
chr3	108516000	136115000	2|2	5|2
chr3	136115000	143299000	4|2	10|2
chr3	143299000	148780000	2|2	5|2
chr3	148780000	149789000	3|2	7|2
chr3	149789000	181620000	2|2	5|2
chr3	181620000	182023000	2|2	5|1
chr3	182023000	182624000	2|4	5|3
chr3	182624000	183015000	2|4	5|4
chr3	183015000	194895000	2|2	5|2
chr3	194895000	195874000	2|0	5|0
chr3	195874000	198022430	2|2	5|2
chr4	0	4762000	2|2	2|1
chr4	4762000	61948000	2|2	2|2
chr4	61948000	62954000	2|2	3|2
chr4	62954000	152620000	2|2	2|2
chr4	152620000	153614000	2|2	3|2
chr4	153614000	164936000	2|2	2|2
chr4	164936000	173103000	2|2	1|2
chr4	173103000	176604000	2|2	2|2
chr4	176604000	191154276	2|2	2|1
chr5	0	10242000	2|2	2|2
chr5	10242000	17592000	2|2	3|2
chr5	17592000	20663000	2|2	2|2
chr5	20663000	21680000	2|2	3|2
chr5	21680000	22416000	2|2	2|2
chr5	22416000	23411000	2|2	2|3
chr5	23411000	47937000	2|2	2|2
chr5	47937000	48929000	3|2	3|2
chr5	48929000	65356000	2|2	2|2
chr5	65356000	66373000	2|2	3|2
chr5	66373000	90019000	2|2	2|2
chr5	90019000	92730000	2|2	2|1
chr5	92730000	112498000	2|2	2|2
chr5	112498000	121662000	0|2	0|2
chr5	121662000	130947000	2|2	2|2
chr5	130947000	135007000	2|2	1|2
chr5	135007000	145499000	2|2	2|2
chr5	145499000	153929000	4|2	4|2
chr5	153929000	162137000	2|2	2|2
chr5	162137000	163402000	2|0	2|0
chr5	163402000	180915260	2|2	2|2
chr6	0	776000	2|2	2|2
chr6	776000	3627000	2|3	2|3
chr6	3627000	28232000	2|2	2|2
chr6	28232000	31945000	4|2	4|2
chr6	31945000	43901000	2|2	2|2
chr6	43901000	45983000	2|3	2|3
chr6	45983000	66257000	2|2	2|2
chr6	66257000	67242000	2|2	1|2
chr6	67242000	75489000	2|2	2|2
chr6	75489000	75509000	2|2	2|1
chr6	75509000	76508000	2|2	3|1
chr6	76508000	78386000	2|2	2|1
chr6	78386000	117949000	2|2	2|2
chr6	117949000	121397000	2|3	2|3
chr6	121397000	127384000	2|2	2|2
chr6	127384000	128397000	2|2	1|2
chr6	128397000	142859000	2|2	2|2
chr6	142859000	145256000	2|0	2|0
chr6	145256000	160066000	2|2	2|2
chr6	160066000	163600000	2|4	2|4
chr6	163600000	171115067	2|2	2|2
chr7	0	70356000	2|2	2|2
chr7	70356000	71345000	2|4	2|4
chr7	71345000	95921000	2|2	2|2
chr7	95921000	96044000	2|4	2|4
chr7	96044000	97054000	0|4	0|4
chr7	97054000	102420000	2|4	2|4
chr7	102420000	104981000	2|4	1|4
chr7	104981000	106630000	2|4	2|4
chr7	106630000	109913000	2|2	2|2
chr7	109913000	110907000	3|2	3|2
chr7	110907000	116816000	2|2	2|2
chr7	116816000	117826000	2|3	2|3
chr7	117826000	119293000	2|2	2|2
chr7	119293000	120309000	0|2	0|2
chr7	120309000	130777000	2|2	2|2
chr7	130777000	132453000	3|2	3|2
chr7	132453000	133494000	2|2	2|2
chr7	133494000	156693000	2|2	2|1
chr7	156693000	159138663	2|2	2|2
chr8	0	31417000	0|2	0|3
chr8	31417000	31821000	0|1	0|1
chr8	31821000	34835000	0|0	0|0
chr8	34835000	42471000	0|1	0|1
chr8	42471000	142344000	0|2	0|3
chr8	142344000	146364022	0|2	0|4
chr9	0	1000	0|7	0|7
chr9	1000	2223000	0|6	0|6
chr9	2223000	6936000	0|9	0|9
chr9	6936000	24482000	0|6	0|6
chr9	24482000	25476000	0|6	0|7
chr9	25476000	40676000	0|6	0|6
chr9	40676000	62350000	0|6	0|5
chr9	62350000	63424000	0|6	0|6
chr9	63424000	70803000	0|6	0|7
chr9	70803000	71089000	2|6	3|7
chr9	71089000	82516000	2|3	3|4
chr9	82516000	85367000	2|0	3|0
chr9	85367000	87394000	2|3	3|4
chr9	87394000	109698000	2|3	3|3
chr9	109698000	113784000	2|3	3|4
chr9	113784000	117028000	2|6	3|8
chr9	117028000	117599000	2|6	3|7
chr9	117599000	118851000	2|3	3|3
chr9	118851000	121173000	4|3	6|3
chr9	121173000	141213431	2|3	3|3
chr10	0	2833000	0|2	0|1
chr10	2833000	4675000	0|2	0|2
chr10	4675000	56562000	0|2	0|1
chr10	56562000	59297000	0|2	0|2
chr10	59297000	67251000	0|2	0|1
chr10	67251000	101708000	2|2	2|1
chr10	101708000	102710000	4|2	4|1
chr10	102710000	125600000	2|2	2|1
chr10	125600000	126282000	3|2	3|1
chr10	126282000	128580000	3|2	3|0
chr10	128580000	135534747	2|2	2|0
chr11	0	9360000	2|2	2|2
chr11	9360000	10347000	2|4	2|4
chr11	10347000	20867000	2|2	2|2
chr11	20867000	23896000	4|2	4|2
chr11	23896000	73704000	2|2	2|2
chr11	73704000	75957000	2|4	2|4
chr11	75957000	76707000	2|6	2|6
chr11	76707000	79293000	2|4	2|4
chr11	79293000	86396000	2|2	2|2
chr11	86396000	87389000	2|2	2|3
chr11	87389000	91676000	2|2	2|2
chr11	91676000	92668000	4|2	4|2
chr11	92668000	133918000	2|2	2|2
chr11	133918000	134934000	2|2	2|3
chr11	134934000	135006516	2|2	2|2
chr12	0	1504000	2|2	2|2
chr12	1504000	4731000	2|4	2|4
chr12	4731000	17110000	2|2	2|2
chr12	17110000	19578000	2|4	2|4
chr12	19578000	21257000	2|2	2|2
chr12	21257000	22260000	1|2	1|2
chr12	22260000	39800000	2|2	2|2
chr12	39800000	40803000	2|2	2|3
chr12	40803000	51595000	2|2	2|2
chr12	51595000	52596000	2|2	2|3
chr12	52596000	65820000	2|2	2|2
chr12	65820000	118687000	2|4	2|4
chr12	118687000	119703000	2|8	2|8
chr12	119703000	133851895	2|4	2|4
chr13	0	12264000	2|2	3|2
chr13	12264000	13250000	3|2	4|2
chr13	13250000	14688000	2|2	3|2
chr13	14688000	15699000	2|4	3|4
chr13	15699000	20990000	2|2	3|2
chr13	20990000	21993000	2|2	3|1
chr13	21993000	36963000	2|2	3|2
chr13	36963000	49709000	2|0	3|0
chr13	49709000	54781000	2|2	3|2
chr13	54781000	58382000	2|4	3|4
chr13	58382000	84790000	2|2	3|2
chr13	84790000	90498000	2|1	3|1
chr13	90498000	93050000	2|1	3|2
chr13	93050000	95564000	2|1	3|1
chr13	95564000	98536000	2|1	3|2
chr13	98536000	102168000	2|1	4|2
chr13	102168000	103157000	2|1	5|2
chr13	103157000	105607000	2|1	4|2
chr13	105607000	107216000	2|2	4|3
chr13	107216000	111960000	2|2	3|3
chr13	111960000	112959000	4|2	6|3
chr13	112959000	113653000	2|2	3|3
chr13	113653000	114182000	2|2	3|2
chr13	114182000	115169878	2|2	4|2
chr14	0	23334000	2|2	2|2
chr14	23334000	27304000	2|2	3|2
chr14	27304000	72205000	2|2	2|2
chr14	72205000	75636000	0|2	0|2
chr14	75636000	107349540	2|2	2|2
chr15	0	6483000	2|2	2|2
chr15	6483000	7480000	4|2	4|2
chr15	7480000	51265000	2|2	2|2
chr15	51265000	59939000	4|2	4|2
chr15	59939000	63300000	4|2	4|1
chr15	63300000	72625000	4|2	4|2
chr15	72625000	74851000	6|2	6|2
chr15	74851000	83324000	4|2	4|2
chr15	83324000	85357000	4|2	3|2
chr15	85357000	86343000	4|2	4|2
chr15	86343000	94337000	4|2	3|2
chr15	94337000	102531392	4|2	4|2
chr16	0	1000	2|2	0|2
chr16	1000	71042000	2|2	1|2
chr16	71042000	73183000	4|2	2|2
chr16	73183000	73349000	4|2	2|3
chr16	73349000	74181000	2|2	1|3
chr16	74181000	79455000	2|2	1|2
chr16	79455000	80472000	2|3	1|3
chr16	80472000	80758000	2|2	1|2
chr16	80758000	83624000	4|2	2|2
chr16	83624000	90354753	2|2	1|2
chr17	0	51928000	2|2	2|3
chr17	51928000	53746000	2|2	1|3
chr17	53746000	81195210	2|2	2|3
chr18	0	1000	2|2	2|0
chr18	1000	15673000	2|2	2|1
chr18	15673000	18505000	4|2	4|1
chr18	18505000	23276000	2|2	2|1
chr18	23276000	24286000	4|2	4|1
chr18	24286000	46931000	2|2	2|1
chr18	46931000	51284000	2|2	1|1
chr18	51284000	60880000	2|2	2|1
chr18	60880000	65122000	2|4	2|2
chr18	65122000	78077248	2|2	2|1
chr20	0	1000	4|2	7|2
chr20	1000	2791000	4|2	6|2
chr20	2791000	5463000	4|4	6|4
chr20	5463000	26838000	4|2	6|2
chr20	26838000	29189000	4|2	7|2
chr20	29189000	29502000	4|2	8|2
chr20	29502000	30198000	6|2	11|2
chr20	30198000	30415000	6|2	10|2
chr20	30415000	30513000	6|2	9|2
chr20	30513000	31512000	4|2	6|2
chr20	31512000	41117000	6|2	9|2
chr20	41117000	41406000	6|4	9|4
chr20	41406000	42127000	6|4	10|4
chr20	42127000	45134000	6|2	10|2
chr20	45134000	47270000	6|2	9|2
chr20	47270000	63025520	4|2	6|2
chr19	0	8602000	2|2	2|2
chr19	8602000	9251000	0|2	0|2
chr19	9251000	9586000	0|2	0|3
chr19	9586000	10241000	2|2	2|3
chr19	10241000	25517000	2|2	2|2
chr19	25517000	25524000	3|2	3|2
chr19	25524000	29681000	5|2	5|2
chr19	29681000	30480000	5|2	6|2
chr19	30480000	31035000	5|2	6|3
chr19	31035000	32463000	4|2	5|3
chr19	32463000	33065000	4|2	5|2
chr19	33065000	48568000	4|2	4|2
chr19	48568000	50399000	2|2	2|2
chr19	50399000	53645000	4|2	4|2
chr19	53645000	59128983	2|2	2|2
chr22	0	10403000	2|2	0|3
chr22	10403000	11395000	3|2	0|3
chr22	11395000	30220000	2|2	0|3
chr22	30220000	42504000	2|0	0|0
chr22	42504000	51304566	2|2	0|3
chr21	0	6446000	2|2	2|2
chr21	6446000	9980000	4|2	4|2
chr21	9980000	18571000	2|2	2|2
chr21	18571000	43580000	2|0	2|0
chr21	43580000	48129895	2|2	2|2
