#CHR	START	END	clone0	clone1
chr4	144935000	152699000	0|2	0|2
chr4	152699000	153697000	0|4	0|4
chr4	153697000	158503000	0|2	0|2
chr4	158503000	159513000	0|1	0|1
chr4	159513000	176339000	0|2	0|2
chr4	176339000	179849000	0|2	0|3
chr4	179849000	191154276	0|2	0|2
chr5	0	6965000	2|2	2|0
chr5	6965000	14263000	3|2	3|0
chr5	14263000	29602000	2|2	2|0
chr5	29602000	30592000	2|3	2|0
chr5	30592000	38223000	2|2	2|0
chr5	38223000	38982000	2|3	2|0
chr5	38982000	39992000	2|3	3|0
chr5	39992000	40737000	2|3	2|0
chr5	40737000	76332000	2|2	2|0
chr5	76332000	78157000	2|2	1|0
chr5	78157000	105033000	2|2	2|0
chr5	105033000	106022000	2|2	1|0
chr5	106022000	114592000	2|2	2|0
chr5	114592000	115581000	2|2	1|0
chr5	115581000	119692000	2|2	2|0
chr5	119692000	122744000	1|2	1|0
chr5	122744000	155964000	2|2	2|0
chr5	155964000	157933000	2|2	3|0
chr5	157933000	158245000	2|2	5|0
chr5	158245000	158936000	2|2	4|0
chr5	158936000	180915260	2|2	2|0
chr6	0	4718000	0|2	0|2
chr6	4718000	5706000	0|4	0|4
chr6	5706000	30848000	0|2	0|2
chr6	30848000	31842000	0|3	0|3
chr6	31842000	53969000	0|2	0|2
chr6	53969000	63618000	0|2	0|3
chr6	63618000	72439000	0|2	0|2
chr6	72439000	76313000	0|1	0|1
chr6	76313000	115554000	0|2	0|2
chr6	115554000	116547000	0|2	0|3
chr6	116547000	135285000	0|2	0|2
chr6	135285000	137868000	0|0	0|0
chr6	137868000	171115067	0|2	0|2
chr7	0	11564000	1|2	1|2
chr7	11564000	22791000	2|2	2|2
chr7	22791000	25965000	2|2	2|3
chr7	25965000	39766000	2|2	2|2
chr7	39766000	40768000	3|2	3|2
chr7	40768000	42293000	2|2	2|2
chr7	42293000	45523000	2|2	1|2
chr7	45523000	53246000	2|2	2|2
chr7	53246000	53744000	2|2	3|2
chr7	53744000	54709000	1|2	1|2
chr7	54709000	55341000	1|2	1|3
chr7	55341000	56343000	0|2	0|3
chr7	56343000	56577000	1|2	1|3
chr7	56577000	57944000	2|2	3|3
chr7	57944000	65155000	2|2	3|2
chr7	65155000	83253000	2|2	2|2
chr7	83253000	86277000	2|2	1|2
chr7	86277000	114665000	2|2	2|2
chr7	114665000	117435000	2|0	2|0
chr7	117435000	141960000	2|2	2|2
chr7	141960000	147777000	2|3	2|3
chr7	147777000	148786000	1|3	1|3
chr7	148786000	152200000	2|3	2|3
chr7	152200000	158121000	2|2	2|2
chr7	158121000	159138663	1|2	1|2
chr8	0	32208000	0|2	0|0
chr8	32208000	35417000	0|4	0|0
chr8	35417000	48424000	0|2	0|0
chr8	48424000	76132000	0|3	0|0
chr8	76132000	146364022	0|2	0|0
chr9	0	51554000	0|2	0|2
chr9	51554000	52567000	0|2	0|3
chr9	52567000	58913000	0|2	0|2
chr9	58913000	70170000	0|1	0|1
chr9	70170000	135382000	0|2	0|2
chr9	135382000	138884000	0|1	0|1
chr9	138884000	141213431	0|2	0|2
chr10	0	1000	2|2	4|2
chr10	1000	35992000	2|2	3|2
chr10	35992000	36442000	2|2	3|3
chr10	36442000	36983000	2|3	3|4
chr10	36983000	37446000	2|3	3|3
chr10	37446000	71899000	2|2	3|2
chr10	71899000	89181000	2|2	4|2
chr10	89181000	135534747	2|2	3|2
chr11	0	1218000	2|2	2|2
chr11	1218000	2232000	2|2	2|1
chr11	2232000	4448000	2|2	2|2
chr11	4448000	8080000	2|3	2|3
chr11	8080000	45338000	2|2	2|2
chr11	45338000	51535000	3|2	3|2
chr11	51535000	51563000	3|2	4|2
chr11	51563000	54258000	2|2	3|2
chr11	54258000	59393000	2|2	2|2
chr11	59393000	62216000	1|2	1|2
chr11	62216000	78332000	2|2	2|2
chr11	78332000	79340000	2|1	2|1
chr11	79340000	80993000	2|2	2|2
chr11	80993000	82693000	2|1	2|1
chr11	82693000	83453000	2|1	2|0
chr11	83453000	83687000	2|2	2|1
chr11	83687000	88400000	2|2	2|2
chr11	88400000	89398000	2|2	2|3
chr11	89398000	104744000	2|2	2|2
chr11	104744000	107300000	2|2	3|2
chr11	107300000	115327000	2|2	2|2
chr11	115327000	116319000	1|2	1|2
chr11	116319000	116632000	2|2	2|2
chr11	116632000	117636000	2|2	2|1
chr11	117636000	119684000	2|2	2|2
chr11	119684000	122787000	2|3	2|3
chr11	122787000	135006516	2|2	2|2
chr12	0	14274000	2|2	2|2
chr12	14274000	16091000	2|3	2|3
chr12	16091000	24092000	2|5	2|5
chr12	24092000	24606000	2|3	2|3
chr12	24606000	46378000	2|2	2|2
chr12	46378000	48746000	3|2	3|2
chr12	48746000	60203000	2|2	2|2
chr12	60203000	61835000	2|2	1|2
chr12	61835000	62849000	2|2	2|2
chr12	62849000	69260000	2|2	1|2
chr12	69260000	70250000	2|2	1|3
chr12	70250000	71888000	2|2	1|2
chr12	71888000	101739000	2|2	2|2
chr12	101739000	102726000	2|2	2|3
chr12	102726000	117943000	2|2	2|2
chr12	117943000	120900000	2|1	2|1
chr12	120900000	133851895	2|2	2|2
chr13	0	27828000	2|0	2|0
chr13	27828000	28830000	0|0	0|0
chr13	28830000	42985000	2|0	2|0
chr13	42985000	63135000	2|0	3|0
chr13	63135000	73931000	2|0	2|0
chr13	73931000	74946000	2|0	3|0
chr13	74946000	95977000	2|0	2|0
chr13	95977000	96985000	2|0	1|0
chr13	96985000	107498000	2|0	2|0
chr13	107498000	110806000	3|0	3|0
chr13	110806000	115169878	2|0	2|0
chr14	0	15598000	2|2	2|2
chr14	15598000	26115000	2|3	2|3
chr14	26115000	55919000	2|2	2|2
chr14	55919000	57991000	3|2	3|2
chr14	57991000	58984000	3|3	3|3
chr14	58984000	59841000	3|2	3|2
chr14	59841000	78183000	2|2	2|2
chr14	78183000	84568000	2|2	1|2
chr14	84568000	85127000	0|2	0|2
chr14	85127000	86128000	0|1	0|1
chr14	86128000	88163000	0|2	0|2
chr14	88163000	91043000	2|2	1|2
chr14	91043000	94258000	2|2	2|2
chr14	94258000	95252000	1|2	1|2
chr14	95252000	107349540	2|2	2|2
chr15	0	14348000	2|2	2|2
chr15	14348000	17630000	2|2	2|1
chr15	17630000	34021000	2|2	2|2
chr15	34021000	36894000	2|2	2|3
chr15	36894000	50832000	2|2	2|2
chr15	50832000	51821000	1|2	1|2
chr15	51821000	63985000	2|2	2|2
chr15	63985000	64984000	2|1	2|1
chr15	64984000	97291000	2|2	2|2
chr15	97291000	98284000	2|2	3|2
chr15	98284000	102531392	2|2	2|2
chr16	0	55885000	2|2	2|2
chr16	55885000	58847000	4|2	4|2
chr16	58847000	90354753	2|2	2|2
chr17	0	21169000	4|2	4|2
chr17	21169000	22175000	4|2	3|2
chr17	22175000	40598000	4|2	4|2
chr17	40598000	61042000	2|2	2|2
chr17	61042000	62056000	2|2	2|1
chr17	62056000	76592000	2|2	2|2
chr17	76592000	78945000	2|2	2|3
chr17	78945000	81195210	2|2	2|2
chr18	0	18810000	2|2	0|2
chr18	18810000	30241000	2|2	0|3
chr18	30241000	32380000	3|2	0|3
chr18	32380000	34289000	3|2	0|2
chr18	34289000	35925000	2|2	0|2
chr18	35925000	39329000	2|2	0|3
chr18	39329000	78077248	2|2	0|2
chr20	0	52472000	1|0	1|0
chr20	52472000	54553000	1|0	2|0
chr20	54553000	58284000	0|0	0|0
chr20	58284000	59390000	1|0	2|0
chr20	59390000	60642000	1|0	1|0
chr20	60642000	63025520	2|0	2|0
chr19	0	5065000	2|2	2|2
chr19	5065000	8120000	2|1	2|1
chr19	8120000	20473000	2|2	2|2
chr19	20473000	22419000	2|2	2|3
chr19	22419000	23414000	2|1	2|1
chr19	23414000	45855000	2|2	2|3
chr19	45855000	45998000	2|2	2|2
chr19	45998000	49051000	2|3	2|3
chr19	49051000	59128983	2|2	2|2
chr22	0	1000	2|2	2|4
chr22	1000	14222000	2|2	2|3
chr22	14222000	15218000	2|2	3|3
chr22	15218000	51304566	2|2	2|3
chr21	0	9237000	2|2	2|2
chr21	9237000	10238000	2|2	1|2
chr21	10238000	14575000	2|2	2|2
chr21	14575000	15579000	2|2	2|1
chr21	15579000	29091000	2|2	2|2
chr21	29091000	30095000	1|2	1|2
chr21	30095000	35800000	2|2	2|2
chr21	35800000	36573000	3|2	3|2
chr21	36573000	37559000	4|2	4|2
chr21	37559000	38048000	3|2	3|2
chr21	38048000	40959000	2|2	2|2
chr21	40959000	41948000	2|2	1|2
chr21	41948000	48129895	2|2	2|2
