#CHR	START	END	clone0	clone1	clone2
chr2	108680000	110940000	0|2	0|2	0|2
chr2	110940000	121599000	2|2	2|2	2|2
chr2	121599000	122915000	2|0	2|0	2|0
chr2	122915000	126807000	2|0	2|0	1|0
chr2	126807000	136563000	2|0	2|0	2|0
chr2	136563000	137400000	2|0	2|0	1|0
chr2	137400000	139680000	4|0	4|0	3|0
chr2	139680000	144826000	4|0	4|0	4|0
chr2	144826000	181577000	2|0	2|0	2|0
chr2	181577000	182576000	2|0	1|0	2|0
chr2	182576000	209935000	2|0	2|0	2|0
chr2	209935000	219065000	4|0	4|0	4|0
chr2	219065000	219133000	2|0	2|0	2|0
chr2	219133000	222745000	2|0	3|0	2|0
chr2	222745000	234266000	2|0	2|0	2|0
chr2	234266000	238306000	2|0	3|0	2|0
chr2	238306000	243199373	2|0	2|0	2|0
chr3	0	18098000	0|2	0|2	0|1
chr3	18098000	19086000	0|2	0|2	0|0
chr3	19086000	36166000	0|2	0|2	0|1
chr3	36166000	38598000	0|4	0|4	0|2
chr3	38598000	41138000	0|4	0|4	0|3
chr3	41138000	49853000	0|4	0|4	0|2
chr3	49853000	51128000	0|4	0|3	0|2
chr3	51128000	52617000	0|2	0|1	0|1
chr3	52617000	68954000	0|2	0|2	0|1
chr3	68954000	68966000	0|2	0|1	0|1
chr3	68966000	69969000	0|2	0|0	0|1
chr3	69969000	91001000	0|2	0|1	0|1
chr3	91001000	92119000	0|2	0|1	0|0
chr3	92119000	96879000	0|2	0|2	0|0
chr3	96879000	100404000	0|2	0|1	0|0
chr3	100404000	111032000	0|2	0|2	0|0
chr3	111032000	112031000	0|2	0|3	0|0
chr3	112031000	198022430	0|2	0|2	0|0
chr4	0	2786000	2|2	2|2	2|2
chr4	2786000	6715000	2|2	2|2	2|3
chr4	6715000	15763000	2|2	2|2	2|2
chr4	15763000	20941000	2|2	3|2	2|2
chr4	20941000	32149000	0|2	0|2	0|2
chr4	32149000	34927000	2|2	3|2	2|2
chr4	34927000	37977000	2|2	2|2	2|2
chr4	37977000	38992000	0|2	0|2	0|2
chr4	38992000	46491000	2|2	2|2	2|2
chr4	46491000	47487000	2|4	2|4	2|4
chr4	47487000	80792000	2|2	2|2	2|2
chr4	80792000	83399000	2|4	2|4	2|4
chr4	83399000	85528000	2|2	2|2	2|2
chr4	85528000	86532000	0|2	0|2	0|2
chr4	86532000	90641000	2|2	2|2	2|2
chr4	90641000	93216000	2|2	2|2	2|1
chr4	93216000	100320000	2|2	2|2	2|2
chr4	100320000	102456000	2|2	2|1	2|2
chr4	102456000	103442000	2|4	2|2	2|4
chr4	103442000	116420000	2|2	2|1	2|2
chr4	116420000	153422000	2|2	2|2	2|2
chr4	153422000	156730000	2|2	2|2	1|2
chr4	156730000	183149000	2|2	2|2	2|2
chr4	183149000	186989000	2|4	2|4	2|4
chr4	186989000	189161000	2|2	2|2	2|2
chr4	189161000	190142000	2|2	3|2	2|2
chr4	190142000	191154276	2|2	2|2	2|2
chr5	0	5971000	2|0	2|0	2|0
chr5	5971000	6971000	4|0	4|0	4|0
chr5	6971000	16376000	2|0	2|0	2|0
chr5	16376000	20677000	2|0	2|0	1|0
chr5	20677000	77750000	2|0	2|0	2|0
chr5	77750000	81110000	2|0	1|0	2|0
chr5	81110000	107719000	2|0	2|0	2|0
chr5	107719000	108709000	4|0	4|0	4|0
chr5	108709000	137637000	2|0	2|0	2|0
chr5	137637000	138650000	2|0	1|0	2|0
chr5	138650000	180915260	2|0	2|0	2|0
chr6	0	7957000	2|0	2|0	2|0
chr6	7957000	10760000	2|0	1|0	2|0
chr6	10760000	23740000	2|0	2|0	2|0
chr6	23740000	24747000	2|0	2|0	3|0
chr6	24747000	43596000	2|0	2|0	2|0
chr6	43596000	44607000	2|0	2|0	1|0
chr6	44607000	55867000	2|0	2|0	2|0
chr6	55867000	56881000	2|0	2|0	1|0
chr6	56881000	63971000	2|0	2|0	2|0
chr6	63971000	64982000	0|0	0|0	0|0
chr6	64982000	67784000	2|0	2|0	2|0
chr6	67784000	68960000	2|0	3|0	2|0
chr6	68960000	69974000	2|0	3|0	3|0
chr6	69974000	70967000	2|0	3|0	2|0
chr6	70967000	86054000	2|0	2|0	2|0
chr6	86054000	89568000	4|0	4|0	4|0
chr6	89568000	115094000	4|2	4|2	4|2
chr6	115094000	121040000	4|2	4|2	4|1
chr6	121040000	122044000	4|2	4|2	4|2
chr6	122044000	124680000	4|2	4|2	4|1
chr6	124680000	129545000	4|2	4|2	4|2
chr6	129545000	132639000	6|2	6|2	6|2
chr6	132639000	133633000	12|2	12|2	12|2
chr6	133633000	141017000	6|2	6|2	6|2
chr6	141017000	141998000	6|2	5|2	6|2
chr6	141998000	142221000	6|2	6|2	6|2
chr6	142221000	143225000	6|2	6|1	6|2
chr6	143225000	146510000	6|2	6|2	6|2
chr6	146510000	147509000	6|2	6|2	5|2
chr6	147509000	148253000	6|2	6|2	6|2
chr6	148253000	148552000	6|2	6|3	6|2
chr6	148552000	149264000	4|2	4|3	4|2
chr6	149264000	171115067	4|2	4|2	4|2
chr7	0	1678000	0|2	0|2	0|2
chr7	1678000	2685000	0|2	0|2	0|3
chr7	2685000	21126000	0|2	0|2	0|2
chr7	21126000	30814000	0|2	0|2	0|1
chr7	30814000	31817000	0|2	0|1	0|1
chr7	31817000	45052000	0|2	0|2	0|1
chr7	45052000	48013000	0|2	0|1	0|1
chr7	48013000	50794000	0|2	0|2	0|1
chr7	50794000	79569000	0|2	0|2	0|2
chr7	79569000	159138663	0|0	0|0	0|0
chr8	0	18839000	2|2	2|2	2|2
chr8	18839000	19826000	2|2	2|2	1|2
chr8	19826000	28660000	2|2	2|2	2|2
chr8	28660000	29664000	2|2	2|2	1|2
chr8	29664000	36435000	2|2	2|2	2|2
chr8	36435000	37434000	4|2	4|2	4|2
chr8	37434000	46810000	2|2	2|2	2|2
chr8	46810000	49149000	2|2	1|2	2|2
chr8	49149000	54522000	2|2	2|2	2|2
chr8	54522000	55522000	2|2	2|1	2|2
chr8	55522000	60124000	2|2	2|2	2|2
chr8	60124000	63915000	2|2	2|3	2|2
chr8	63915000	72644000	2|0	2|0	2|0
chr8	72644000	76972000	2|2	2|3	2|2
chr8	76972000	79438000	2|2	2|3	3|2
chr8	79438000	79802000	2|2	2|2	3|2
chr8	79802000	85504000	2|2	2|2	2|2
chr8	85504000	95628000	2|4	2|4	2|4
chr8	95628000	98252000	0|4	0|4	0|4
chr8	98252000	98362000	0|2	0|2	0|2
chr8	98362000	125674000	2|2	2|2	2|2
chr8	125674000	143477000	2|2	1|2	2|2
chr8	143477000	146364022	2|2	2|2	2|2
chr9	0	5486000	2|1	2|1	2|0
chr9	5486000	6491000	0|1	0|1	0|0
chr9	6491000	32176000	2|1	2|1	2|0
chr9	32176000	33157000	2|1	1|1	2|0
chr9	33157000	34397000	2|1	2|1	2|0
chr9	34397000	37678000	2|1	2|1	1|0
chr9	37678000	46459000	2|1	2|1	2|0
chr9	46459000	49787000	0|1	0|1	0|0
chr9	49787000	64955000	2|1	2|1	2|0
chr9	64955000	65957000	2|2	2|2	2|0
chr9	65957000	68612000	2|1	2|1	2|0
chr9	68612000	72119000	4|1	4|1	4|0
chr9	72119000	75342000	2|1	2|1	2|0
chr9	75342000	84731000	2|1	2|1	2|1
chr9	84731000	87750000	2|2	2|2	2|2
chr9	87750000	108701000	2|1	2|1	2|1
chr9	108701000	109708000	4|1	4|1	4|1
chr9	109708000	135670000	2|1	2|1	2|1
chr9	135670000	137791000	2|0	2|0	2|0
chr9	137791000	141213431	2|1	2|1	2|1
chr10	0	5332000	2|4	2|4	2|4
chr10	5332000	6335000	0|4	0|4	0|4
chr10	6335000	15930000	2|4	2|4	2|4
chr10	15930000	16423000	2|4	2|3	2|4
chr10	16423000	17403000	2|4	2|2	2|4
chr10	17403000	27063000	2|4	2|3	2|4
chr10	27063000	29838000	2|4	2|4	2|4
chr10	29838000	32862000	2|2	2|2	2|2
chr10	32862000	32918000	2|4	2|4	2|4
chr10	32918000	33884000	4|4	4|4	4|4
chr10	33884000	36215000	4|2	4|2	4|2
chr10	36215000	42856000	2|2	2|2	2|2
chr10	42856000	43840000	2|2	3|2	2|2
chr10	43840000	56291000	2|2	2|2	2|2
chr10	56291000	58569000	2|2	2|2	3|2
chr10	58569000	65057000	2|2	2|2	2|2
chr10	65057000	67767000	2|2	3|2	2|2
chr10	67767000	70653000	2|0	3|0	2|0
chr10	70653000	71416000	4|0	5|0	4|0
chr10	71416000	72416000	4|0	6|0	4|0
chr10	72416000	72824000	4|0	5|0	4|0
chr10	72824000	74083000	4|0	4|0	4|0
chr10	74083000	135534747	2|0	2|0	2|0
chr11	0	8201000	2|2	0|2	2|2
chr11	8201000	12223000	2|0	0|0	2|0
chr11	12223000	27054000	2|2	0|2	2|2
chr11	27054000	28063000	2|2	0|2	1|2
chr11	28063000	36083000	2|2	0|2	2|2
chr11	36083000	37097000	2|1	0|1	2|1
chr11	37097000	77529000	2|2	0|2	2|2
chr11	77529000	78532000	2|2	0|2	3|2
chr11	78532000	81300000	2|2	0|2	2|2
chr11	81300000	89691000	2|0	0|0	2|0
chr11	89691000	90677000	2|0	0|0	3|0
chr11	90677000	101456000	2|0	0|0	2|0
chr11	101456000	135006516	2|2	0|2	2|2
chr12	0	30367000	2|0	2|0	2|0
chr12	30367000	31503000	2|0	1|0	2|0
chr12	31503000	70194000	2|0	2|0	2|0
chr12	70194000	73125000	4|0	4|0	4|0
chr12	73125000	90850000	2|0	2|0	2|0
chr12	90850000	91860000	2|0	1|0	2|0
chr12	91860000	103544000	2|0	2|0	2|0
chr12	103544000	105764000	2|0	1|0	2|0
chr12	105764000	123185000	2|0	2|0	2|0
chr12	123185000	126394000	2|0	1|0	2|0
chr12	126394000	127888000	4|0	2|0	4|0
chr12	127888000	131790000	2|0	1|0	2|0
chr12	131790000	133851895	2|0	2|0	2|0
chr13	0	7813000	2|2	0|2	2|2
chr13	7813000	10259000	0|2	0|2	0|2
chr13	10259000	15061000	2|2	0|2	2|2
chr13	15061000	16064000	2|2	0|2	1|2
chr13	16064000	16120000	2|2	0|2	2|2
chr13	16120000	31145000	2|2	0|2	1|2
chr13	31145000	38016000	2|2	0|2	2|2
chr13	38016000	39030000	2|2	0|2	2|3
chr13	39030000	50870000	2|2	0|2	2|2
chr13	50870000	52605000	4|2	0|2	4|2
chr13	52605000	55348000	4|4	0|4	4|4
chr13	55348000	56078000	4|2	0|2	4|2
chr13	56078000	63419000	4|0	0|0	4|0
chr13	63419000	88086000	2|0	0|0	2|0
chr13	88086000	89107000	2|0	0|0	3|0
chr13	89107000	104266000	2|0	0|0	2|0
chr13	104266000	107465000	4|0	0|0	4|0
chr13	107465000	115169878	2|0	0|0	2|0
chr14	0	11481000	2|2	2|2	0|2
chr14	11481000	17701000	2|2	3|2	0|2
chr14	17701000	28880000	2|2	2|2	0|2
chr14	28880000	42500000	0|2	0|2	0|2
chr14	42500000	45722000	0|2	0|2	0|3
chr14	45722000	45836000	0|2	0|2	0|2
chr14	45836000	48106000	2|2	2|2	0|2
chr14	48106000	56513000	2|2	2|1	0|2
chr14	56513000	57515000	2|2	1|1	0|2
chr14	57515000	64348000	2|2	2|1	0|2
chr14	64348000	76913000	2|2	2|2	0|2
chr14	76913000	80105000	0|2	0|2	0|2
chr14	80105000	80433000	0|0	0|0	0|0
chr14	80433000	82351000	2|0	2|0	0|0
chr14	82351000	85657000	2|2	2|2	0|2
chr14	85657000	89369000	2|2	2|1	0|2
chr14	89369000	95855000	2|2	2|2	0|2
chr14	95855000	96863000	2|3	2|3	0|3
chr14	96863000	105812000	2|2	2|2	0|2
chr14	105812000	106811000	0|2	0|2	0|2
chr14	106811000	107349540	2|2	2|2	0|2
chr15	0	10446000	2|0	2|0	2|0
chr15	10446000	11443000	2|0	3|0	2|0
chr15	11443000	18731000	2|0	2|0	2|0
chr15	18731000	35596000	0|0	0|0	0|0
chr15	35596000	45762000	2|0	2|0	2|0
chr15	45762000	48683000	0|0	0|0	0|0
chr15	48683000	50816000	2|0	2|0	2|0
chr15	50816000	51774000	2|0	1|0	2|0
chr15	51774000	51813000	2|3	1|3	2|3
chr15	51813000	52009000	2|3	2|3	2|3
chr15	52009000	52903000	2|3	2|2	2|3
chr15	52903000	53758000	2|2	2|1	2|2
chr15	53758000	54415000	0|2	0|1	0|2
chr15	54415000	55482000	0|2	0|2	0|2
chr15	55482000	57400000	2|2	2|2	2|2
chr15	57400000	58403000	2|2	2|3	2|2
chr15	58403000	69847000	2|2	2|2	2|2
chr15	69847000	70841000	2|2	2|2	3|2
chr15	70841000	77168000	2|2	2|2	2|2
chr15	77168000	78167000	2|2	3|2	2|2
chr15	78167000	81823000	2|2	2|2	2|2
chr15	81823000	82542000	4|2	4|2	4|2
chr15	82542000	82819000	4|2	4|2	4|1
chr15	82819000	84666000	2|2	2|2	2|1
chr15	84666000	86649000	2|2	2|2	2|2
chr15	86649000	87647000	2|2	2|2	2|1
chr15	87647000	93079000	2|2	2|2	2|2
chr15	93079000	94071000	4|2	4|2	4|2
chr15	94071000	94555000	2|2	2|2	2|2
chr15	94555000	95548000	2|2	2|1	2|2
chr15	95548000	98309000	2|2	2|2	2|2
chr15	98309000	99295000	4|2	4|2	4|2
chr15	99295000	99821000	2|2	2|2	2|2
chr15	99821000	102531392	2|3	2|3	2|3
chr16	0	17092000	2|2	2|2	2|2
chr16	17092000	20061000	2|0	2|0	2|0
chr16	20061000	20227000	2|2	2|2	2|2
chr16	20227000	23625000	2|2	2|2	2|3
chr16	23625000	32270000	2|2	2|2	2|2
chr16	32270000	35773000	2|0	2|0	2|0
chr16	35773000	44022000	2|2	2|2	2|2
chr16	44022000	47119000	2|2	2|1	2|2
chr16	47119000	60938000	2|2	2|2	2|2
chr16	60938000	70232000	4|2	4|2	4|2
chr16	70232000	72246000	4|2	3|2	4|2
chr16	72246000	78099000	4|2	4|2	4|2
chr16	78099000	79805000	4|2	4|2	4|1
chr16	79805000	83242000	2|2	2|2	2|1
chr16	83242000	90354753	2|2	2|2	2|2
chr17	0	8739000	0|2	0|3	0|2
chr17	8739000	14997000	0|2	0|2	0|2
chr17	14997000	15981000	0|2	0|1	0|2
chr17	15981000	16558000	0|2	0|2	0|2
chr17	16558000	17205000	0|2	0|2	0|1
chr17	17205000	18219000	0|2	0|1	0|1
chr17	18219000	24190000	0|2	0|2	0|1
chr17	24190000	25665000	0|2	0|2	0|2
chr17	25665000	26667000	0|2	0|2	0|1
chr17	26667000	27791000	0|2	0|2	0|2
chr17	27791000	35750000	0|2	0|2	0|3
chr17	35750000	38078000	0|2	0|3	0|3
chr17	38078000	40597000	0|2	0|3	0|2
chr17	40597000	81195210	0|0	0|0	0|0
chr18	0	1000	2|4	2|4	4|4
chr18	1000	19212000	2|4	2|4	3|4
chr18	19212000	22806000	2|4	2|4	3|3
chr18	22806000	27795000	2|4	2|4	3|4
chr18	27795000	27904000	2|4	2|3	3|4
chr18	27904000	28784000	2|4	2|3	2|4
chr18	28784000	30350000	2|4	2|4	2|4
chr18	30350000	31350000	2|4	2|4	1|4
chr18	31350000	35780000	2|4	2|4	2|4
chr18	35780000	39039000	2|4	2|4	3|4
chr18	39039000	40203000	2|2	2|2	3|2
chr18	40203000	42028000	0|2	0|2	0|2
chr18	42028000	51120000	2|2	2|2	3|2
chr18	51120000	52120000	0|2	0|2	0|2
chr18	52120000	78077248	2|2	2|2	3|2
chr20	0	37000000	2|2	2|2	2|0
chr20	37000000	40075000	2|2	1|2	2|0
chr20	40075000	63025520	2|2	2|2	2|0
chr19	0	3728000	0|2	0|1	0|2
chr19	3728000	6954000	0|2	0|1	0|3
chr19	6954000	7743000	0|2	0|1	0|2
chr19	7743000	25021000	0|2	0|2	0|2
chr19	25021000	29564000	0|2	0|1	0|2
chr19	29564000	59128983	0|0	0|0	0|0
chr22	0	676000	2|2	2|2	2|3
chr22	676000	1114000	2|2	2|2	2|2
chr22	1114000	4154000	2|2	3|2	2|2
chr22	4154000	14424000	2|2	2|2	2|2
chr22	14424000	19332000	2|2	2|2	2|1
chr22	19332000	21579000	2|2	2|2	2|0
chr22	21579000	24066000	4|2	4|2	4|0
chr22	24066000	25222000	2|2	2|2	2|0
chr22	25222000	25541000	2|2	2|2	1|0
chr22	25541000	27778000	4|2	4|2	3|0
chr22	27778000	28569000	4|2	4|2	4|0
chr22	28569000	30800000	2|2	2|2	2|0
chr22	30800000	35197000	2|2	2|2	2|1
chr22	35197000	37997000	2|2	2|2	2|2
chr22	37997000	38982000	2|2	2|2	3|2
chr22	38982000	39836000	2|2	2|2	2|2
chr22	39836000	40481000	4|2	3|2	4|2
chr22	40481000	42256000	4|2	4|2	4|2
chr22	42256000	42952000	2|2	2|2	2|2
chr22	42952000	43244000	2|2	1|2	2|2
chr22	43244000	43313000	4|2	3|2	4|2
chr22	43313000	45221000	2|2	2|2	2|2
chr22	45221000	46225000	0|2	0|2	0|2
chr22	46225000	48743000	2|2	2|2	2|2
chr22	48743000	50927000	0|2	0|2	0|2
chr22	50927000	50971000	2|2	2|2	2|2
chr22	50971000	51304566	2|2	2|2	2|3
chr21	0	4020000	2|2	2|1	1|2
chr21	4020000	5837000	0|2	0|1	0|2
chr21	5837000	12133000	2|2	2|1	1|2
chr21	12133000	12978000	2|2	2|1	1|3
chr21	12978000	13146000	2|2	2|1	2|3
chr21	13146000	26957000	2|2	2|1	2|2
chr21	26957000	27285000	2|2	2|0	2|2
chr21	27285000	28295000	2|2	2|0	2|1
chr21	28295000	36315000	2|2	2|0	2|2
chr21	36315000	43954000	2|2	2|1	2|2
chr21	43954000	48129895	2|2	2|1	1|2
